Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
760,Mon Feb 21 06:20:56 +0000 2022,like in malaysia you are comparing a islamic country with a secular country even though india is a hindu majority country we dont send children to schools with religious identities even majority of muslim girls dont wear hijab while coming to school,Religious Comparison,Religious Beliefs,neutral,0.7013656
760,Mon Feb 21 06:20:56 +0000 2022,like in malaysia you are comparing a islamic country with a secular country even though india is a hindu majority country we dont send children to schools with religious identities even majority of muslim girls dont wear hijab while coming to school,Religious Comparison,Race,neutral,0.7079479
760,Mon Feb 21 06:20:56 +0000 2022,like in malaysia you are comparing a islamic country with a secular country even though india is a hindu majority country we dont send children to schools with religious identities even majority of muslim girls dont wear hijab while coming to school,Religious Comparison,National Identity,neutral,0.83949816
760,Mon Feb 21 06:20:56 +0000 2022,like in malaysia you are comparing a islamic country with a secular country even though india is a hindu majority country we dont send children to schools with religious identities even majority of muslim girls dont wear hijab while coming to school,Religious Comparison,Social Issues,neutral,0.6959462
761,Sun Feb 13 09:12:54 +0000 2022,because the talking comes from a large group of people plus tok sami has never speaked out of their place malaysia has a lot of secular things but do you want to pre islam at the most impractical place better be a friday night speaker,Cultural Resistance to Islamization,Islamic Identity,neutral,0.9130228
761,Sun Feb 13 09:12:54 +0000 2022,because the talking comes from a large group of people plus tok sami has never speaked out of their place malaysia has a lot of secular things but do you want to pre islam at the most impractical place better be a friday night speaker,Cultural Resistance to Islamization,Secularism,positive,0.63986623
761,Sun Feb 13 09:12:54 +0000 2022,because the talking comes from a large group of people plus tok sami has never speaked out of their place malaysia has a lot of secular things but do you want to pre islam at the most impractical place better be a friday night speaker,Cultural Resistance to Islamization,Race,neutral,0.7635546
761,Sun Feb 13 09:12:54 +0000 2022,because the talking comes from a large group of people plus tok sami has never speaked out of their place malaysia has a lot of secular things but do you want to pre islam at the most impractical place better be a friday night speaker,Cultural Resistance to Islamization,National Identity,neutral,0.7094416
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,Islamic Identity,neutral,0.5796665
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,Secularism,negative,0.8414009
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.5601361
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,Race,negative,0.62661564
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,National Identity,negative,0.665088
762,Thu Feb 24 05:01:18 +0000 2022,do not be fooled it s x a lack of knowledge or ignorance it s a primary agenda after decades of saudi  and salafi indoctrination pas n many muslims believe that malaysia shld become a country governed by syariah law msia should not be a secular state but a theocracy,Fear-Mongering & Conspiracy,Politics,negative,0.59644717
763,Wed Apr 27 13:05:28 +0000 2022,malaysia sharia court sentences mp to jail for saying sharia discriminates against women,Institutional Distrust,Race,neutral,0.675249
763,Wed Apr 27 13:05:28 +0000 2022,malaysia sharia court sentences mp to jail for saying sharia discriminates against women,Institutional Distrust,National Identity,neutral,0.6915911
763,Wed Apr 27 13:05:28 +0000 2022,malaysia sharia court sentences mp to jail for saying sharia discriminates against women,Institutional Distrust,Social Issues,neutral,0.8251206
764,Sat Apr 16 16:00:09 +0000 2022,malaysia critic of islam spends night in jail says i have learnt my lesson i will keep away from islam,Directly Hostile Terms,Islamic Identity,negative,0.734559
764,Sat Apr 16 16:00:09 +0000 2022,malaysia critic of islam spends night in jail says i have learnt my lesson i will keep away from islam,Directly Hostile Terms,Race,neutral,0.5393966
764,Sat Apr 16 16:00:09 +0000 2022,malaysia critic of islam spends night in jail says i have learnt my lesson i will keep away from islam,Directly Hostile Terms,National Identity,negative,0.6307889
765,Tue Mar 22 12:51:17 +0000 2022,the polytheism he said only because he did not use the same means the country is said to be the aqidah crisis only because the rain handler is not allowed in islam even though what is recognized in this country there are  religions plus the flow of trust but as if the state only belongs to himself,Cultural Resistance to Islamization,Islamic Identity,negative,0.7345623
765,Tue Mar 22 12:51:17 +0000 2022,the polytheism he said only because he did not use the same means the country is said to be the aqidah crisis only because the rain handler is not allowed in islam even though what is recognized in this country there are  religions plus the flow of trust but as if the state only belongs to himself,Cultural Resistance to Islamization,Social Issues,negative,0.7125087
766,Thu Apr 28 06:24:31 +0000 2022,being a muslim in malaysia is becoming more claustrophobic and stressful you have to check regularly what are the newly forbidden ones i was informed this was gazetted in december,Cultural Resistance to Islamization,Islamic Identity,negative,0.75499845
766,Thu Apr 28 06:24:31 +0000 2022,being a muslim in malaysia is becoming more claustrophobic and stressful you have to check regularly what are the newly forbidden ones i was informed this was gazetted in december,Cultural Resistance to Islamization,Race,negative,0.5972521
766,Thu Apr 28 06:24:31 +0000 2022,being a muslim in malaysia is becoming more claustrophobic and stressful you have to check regularly what are the newly forbidden ones i was informed this was gazetted in december,Cultural Resistance to Islamization,National Identity,negative,0.6980996
766,Thu Apr 28 06:24:31 +0000 2022,being a muslim in malaysia is becoming more claustrophobic and stressful you have to check regularly what are the newly forbidden ones i was informed this was gazetted in december,Cultural Resistance to Islamization,Politics,negative,0.5130493
767,Mon Apr 25 04:33:49 +0000 2022,the syariah high court has sentenced pj mp maria chin abdullah to seven days jail for contempt of court over her statement on emilia hanafis case in  maria had claimed that muslim women are still being discriminated against under malaysia s syariah legal system,Institutional Distrust,Islamic Identity,neutral,0.5313297
767,Mon Apr 25 04:33:49 +0000 2022,the syariah high court has sentenced pj mp maria chin abdullah to seven days jail for contempt of court over her statement on emilia hanafis case in  maria had claimed that muslim women are still being discriminated against under malaysia s syariah legal system,Institutional Distrust,Religious Beliefs,neutral,0.527799
767,Mon Apr 25 04:33:49 +0000 2022,the syariah high court has sentenced pj mp maria chin abdullah to seven days jail for contempt of court over her statement on emilia hanafis case in  maria had claimed that muslim women are still being discriminated against under malaysia s syariah legal system,Institutional Distrust,Race,negative,0.5089314
767,Mon Apr 25 04:33:49 +0000 2022,the syariah high court has sentenced pj mp maria chin abdullah to seven days jail for contempt of court over her statement on emilia hanafis case in  maria had claimed that muslim women are still being discriminated against under malaysia s syariah legal system,Institutional Distrust,National Identity,negative,0.5350108
767,Mon Apr 25 04:33:49 +0000 2022,the syariah high court has sentenced pj mp maria chin abdullah to seven days jail for contempt of court over her statement on emilia hanafis case in  maria had claimed that muslim women are still being discriminated against under malaysia s syariah legal system,Institutional Distrust,Social Issues,neutral,0.59987843
768,Wed Apr 27 02:43:15 +0000 2022,since pas has become a government we all muslims do not have to pay zakat to government representatives because the pas government does not implement,Institutional Distrust,Islamic Identity,negative,0.49636915
768,Wed Apr 27 02:43:15 +0000 2022,since pas has become a government we all muslims do not have to pay zakat to government representatives because the pas government does not implement,Institutional Distrust,Politics,neutral,0.71015275
769,Sun Mar 20 14:44:02 +0000 2022,when the truth is just the opposite of that in malaysia where hindus are being converted one of the thousands of stories of hindus in malaysia penangborn hindu lady loh siew hong s twin daughters aged  and  yr old son were converted to islam without her knowledge,Institutional Distrust,Islamic Identity,negative,0.9769882
769,Sun Mar 20 14:44:02 +0000 2022,when the truth is just the opposite of that in malaysia where hindus are being converted one of the thousands of stories of hindus in malaysia penangborn hindu lady loh siew hong s twin daughters aged  and  yr old son were converted to islam without her knowledge,Institutional Distrust,Race,negative,0.97631943
769,Sun Mar 20 14:44:02 +0000 2022,when the truth is just the opposite of that in malaysia where hindus are being converted one of the thousands of stories of hindus in malaysia penangborn hindu lady loh siew hong s twin daughters aged  and  yr old son were converted to islam without her knowledge,Institutional Distrust,National Identity,negative,0.9754558
770,Wed Apr 06 12:00:48 +0000 2022,schools in malaysia close canteens during ramzan to ensure that children can learn to fast non muzlim parents complain that roza is forced upon their little children closing of only meat shops during navrati is imposing diktats on others,Cultural Resistance to Islamization,Race,negative,0.5641458
770,Wed Apr 06 12:00:48 +0000 2022,schools in malaysia close canteens during ramzan to ensure that children can learn to fast non muzlim parents complain that roza is forced upon their little children closing of only meat shops during navrati is imposing diktats on others,Cultural Resistance to Islamization,National Identity,negative,0.6215015
770,Wed Apr 06 12:00:48 +0000 2022,schools in malaysia close canteens during ramzan to ensure that children can learn to fast non muzlim parents complain that roza is forced upon their little children closing of only meat shops during navrati is imposing diktats on others,Cultural Resistance to Islamization,Social Issues,negative,0.6449488
771,Sat Apr 23 03:47:27 +0000 2022,separation of religion and state d arab world will see great progression perhaps even d return of d islamic golden age malaysia m afraid well b left far behind joining d likes of afghanistan somalia etc time  us  reflect and find courageous leaders  do like uae,Religious Comparison,Islamic Identity,neutral,0.73344743
771,Sat Apr 23 03:47:27 +0000 2022,separation of religion and state d arab world will see great progression perhaps even d return of d islamic golden age malaysia m afraid well b left far behind joining d likes of afghanistan somalia etc time  us  reflect and find courageous leaders  do like uae,Religious Comparison,Race,neutral,0.51485854
771,Sat Apr 23 03:47:27 +0000 2022,separation of religion and state d arab world will see great progression perhaps even d return of d islamic golden age malaysia m afraid well b left far behind joining d likes of afghanistan somalia etc time  us  reflect and find courageous leaders  do like uae,Religious Comparison,National Identity,neutral,0.5671423
772,Wed Mar 30 14:30:44 +0000 2022,how can a secular state do this well according to the mughalmacaulayan lens at home and abroad india is rightfully a muslim country with a protestant constitution that just happens to temporarily be inconvenienced by a pesky hindu majority which shall be cured with time,Religious Comparison,Islamic Identity,neutral,0.542672
772,Wed Mar 30 14:30:44 +0000 2022,how can a secular state do this well according to the mughalmacaulayan lens at home and abroad india is rightfully a muslim country with a protestant constitution that just happens to temporarily be inconvenienced by a pesky hindu majority which shall be cured with time,Religious Comparison,Secularism,positive,0.5637727
772,Wed Mar 30 14:30:44 +0000 2022,how can a secular state do this well according to the mughalmacaulayan lens at home and abroad india is rightfully a muslim country with a protestant constitution that just happens to temporarily be inconvenienced by a pesky hindu majority which shall be cured with time,Religious Comparison,Race,neutral,0.48075452
773,Sun Mar 27 14:50:56 +0000 2022,hindus are under a well planned izlamic threat globally sadly we choose to ignore the monster glaring at us perlis cm azlanman s being pressurized to appoint zakir naik s supporter mufti drmaza for life who says non muzlims ve no rights in malaysia not even right to live,Directly Hostile Terms,Institutions,negative,0.56222665
773,Sun Mar 27 14:50:56 +0000 2022,hindus are under a well planned izlamic threat globally sadly we choose to ignore the monster glaring at us perlis cm azlanman s being pressurized to appoint zakir naik s supporter mufti drmaza for life who says non muzlims ve no rights in malaysia not even right to live,Directly Hostile Terms,Race,negative,0.576238
773,Sun Mar 27 14:50:56 +0000 2022,hindus are under a well planned izlamic threat globally sadly we choose to ignore the monster glaring at us perlis cm azlanman s being pressurized to appoint zakir naik s supporter mufti drmaza for life who says non muzlims ve no rights in malaysia not even right to live,Directly Hostile Terms,National Identity,negative,0.61875725
773,Sun Mar 27 14:50:56 +0000 2022,hindus are under a well planned izlamic threat globally sadly we choose to ignore the monster glaring at us perlis cm azlanman s being pressurized to appoint zakir naik s supporter mufti drmaza for life who says non muzlims ve no rights in malaysia not even right to live,Directly Hostile Terms,Violence,negative,0.7720177
774,Thu Apr 07 05:55:07 +0000 2022,never go to an area where there are muslim people in your city you may be holding your breath between their staring eyes apart from this countries like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries,Cultural Resistance to Islamization,Islamic Identity,negative,0.48101974
774,Thu Apr 07 05:55:07 +0000 2022,never go to an area where there are muslim people in your city you may be holding your breath between their staring eyes apart from this countries like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries,Cultural Resistance to Islamization,Secularism,negative,0.9282302
774,Thu Apr 07 05:55:07 +0000 2022,never go to an area where there are muslim people in your city you may be holding your breath between their staring eyes apart from this countries like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries,Cultural Resistance to Islamization,Race,negative,0.8438527
774,Thu Apr 07 05:55:07 +0000 2022,never go to an area where there are muslim people in your city you may be holding your breath between their staring eyes apart from this countries like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries,Cultural Resistance to Islamization,National Identity,negative,0.8068336
775,Thu Apr 14 15:41:51 +0000 2022,malaysian writer uthaya sankar says he will never write about islam again his life after he was arrested for allegedly insulting the prophet,Institutional Distrust,Islamic Identity,neutral,0.69850516
775,Thu Apr 14 15:41:51 +0000 2022,malaysian writer uthaya sankar says he will never write about islam again his life after he was arrested for allegedly insulting the prophet,Institutional Distrust,Race,neutral,0.6333557
775,Thu Apr 14 15:41:51 +0000 2022,malaysian writer uthaya sankar says he will never write about islam again his life after he was arrested for allegedly insulting the prophet,Institutional Distrust,National Identity,neutral,0.48576468
775,Thu Apr 14 15:41:51 +0000 2022,malaysian writer uthaya sankar says he will never write about islam again his life after he was arrested for allegedly insulting the prophet,Institutional Distrust,Politics,neutral,0.653084
776,Mon Apr 25 04:51:16 +0000 2022,is criticism of the syariah justice system now criminal,Institutional Distrust,Religious Beliefs,neutral,0.6608018
777,Fri Apr 22 06:32:24 +0000 2022,whilst in egypt now do you wonder why malaysia islam is different from most of the world,Religious Comparison,Islamic Identity,neutral,0.98159915
777,Fri Apr 22 06:32:24 +0000 2022,whilst in egypt now do you wonder why malaysia islam is different from most of the world,Religious Comparison,Race,neutral,0.98240256
777,Fri Apr 22 06:32:24 +0000 2022,whilst in egypt now do you wonder why malaysia islam is different from most of the world,Religious Comparison,National Identity,neutral,0.97700924
778,Wed Apr 06 01:25:51 +0000 2022,malay on the peninsula ni faith he is very swaying the nation should not be islam if you sit near other places because there are many temptations if the school near sabah sarawak relax everyone if the canteen opens the fasting month if islam is fasting faith yourself right,Cultural Resistance to Islamization,Islamic Identity,neutral,0.8741772
778,Wed Apr 06 01:25:51 +0000 2022,malay on the peninsula ni faith he is very swaying the nation should not be islam if you sit near other places because there are many temptations if the school near sabah sarawak relax everyone if the canteen opens the fasting month if islam is fasting faith yourself right,Cultural Resistance to Islamization,Religious Beliefs,neutral,0.88929766
778,Wed Apr 06 01:25:51 +0000 2022,malay on the peninsula ni faith he is very swaying the nation should not be islam if you sit near other places because there are many temptations if the school near sabah sarawak relax everyone if the canteen opens the fasting month if islam is fasting faith yourself right,Cultural Resistance to Islamization,Race,neutral,0.88534236
778,Wed Apr 06 01:25:51 +0000 2022,malay on the peninsula ni faith he is very swaying the nation should not be islam if you sit near other places because there are many temptations if the school near sabah sarawak relax everyone if the canteen opens the fasting month if islam is fasting faith yourself right,Cultural Resistance to Islamization,Social Issues,neutral,0.8682034
779,Sun Mar 20 09:31:49 +0000 2022,near myanmar if they were haunted in the sop official to reduce the fire in the prayer imagine the sop is near malaysia guarantee to bash with atheist and liberal secular bunch,Cultural Resistance to Islamization,Islamic Identity,neutral,0.5372022
779,Sun Mar 20 09:31:49 +0000 2022,near myanmar if they were haunted in the sop official to reduce the fire in the prayer imagine the sop is near malaysia guarantee to bash with atheist and liberal secular bunch,Cultural Resistance to Islamization,Secularism,negative,0.8537694
779,Sun Mar 20 09:31:49 +0000 2022,near myanmar if they were haunted in the sop official to reduce the fire in the prayer imagine the sop is near malaysia guarantee to bash with atheist and liberal secular bunch,Cultural Resistance to Islamization,Race,negative,0.5645121
779,Sun Mar 20 09:31:49 +0000 2022,near myanmar if they were haunted in the sop official to reduce the fire in the prayer imagine the sop is near malaysia guarantee to bash with atheist and liberal secular bunch,Cultural Resistance to Islamization,National Identity,negative,0.67531246
780,Sun Apr 24 09:02:44 +0000 2022,reading the qts its so predictable and cumbersome malaysia is a secular country no religion should have an influence on how a business is a operated anyway i heard afghanistan is nice this time of year,Cultural Resistance to Islamization,Secularism,positive,0.6429373
780,Sun Apr 24 09:02:44 +0000 2022,reading the qts its so predictable and cumbersome malaysia is a secular country no religion should have an influence on how a business is a operated anyway i heard afghanistan is nice this time of year,Cultural Resistance to Islamization,Race,neutral,0.45397288
780,Sun Apr 24 09:02:44 +0000 2022,reading the qts its so predictable and cumbersome malaysia is a secular country no religion should have an influence on how a business is a operated anyway i heard afghanistan is nice this time of year,Cultural Resistance to Islamization,National Identity,neutral,0.43369442
781,Mon Apr 18 09:15:46 +0000 2022,countries like thailand philippines malaysia us germany those are not secular are running wellsecular is a boon for minorities but a grave liability for majorities look at this ajan does not need permission but reciting hchalisa does add to it the evils of reservation,Religious Comparison,Secularism,negative,0.9049303
781,Mon Apr 18 09:15:46 +0000 2022,countries like thailand philippines malaysia us germany those are not secular are running wellsecular is a boon for minorities but a grave liability for majorities look at this ajan does not need permission but reciting hchalisa does add to it the evils of reservation,Religious Comparison,Race,negative,0.75603384
781,Mon Apr 18 09:15:46 +0000 2022,countries like thailand philippines malaysia us germany those are not secular are running wellsecular is a boon for minorities but a grave liability for majorities look at this ajan does not need permission but reciting hchalisa does add to it the evils of reservation,Religious Comparison,National Identity,negative,0.73724
781,Mon Apr 18 09:15:46 +0000 2022,countries like thailand philippines malaysia us germany those are not secular are running wellsecular is a boon for minorities but a grave liability for majorities look at this ajan does not need permission but reciting hchalisa does add to it the evils of reservation,Religious Comparison,Politics,negative,0.74399656
782,Wed Apr 27 14:56:52 +0000 2022,of the population of malaysia is muslim and its declared islamic state of indians are hinduswe still are a secular stateyet west doesnt want to agree let them take a walk,Religious Comparison,Islamic Identity,neutral,0.76992685
782,Wed Apr 27 14:56:52 +0000 2022,of the population of malaysia is muslim and its declared islamic state of indians are hinduswe still are a secular stateyet west doesnt want to agree let them take a walk,Religious Comparison,Secularism,positive,0.3930356
782,Wed Apr 27 14:56:52 +0000 2022,of the population of malaysia is muslim and its declared islamic state of indians are hinduswe still are a secular stateyet west doesnt want to agree let them take a walk,Religious Comparison,Race,neutral,0.76012284
782,Wed Apr 27 14:56:52 +0000 2022,of the population of malaysia is muslim and its declared islamic state of indians are hinduswe still are a secular stateyet west doesnt want to agree let them take a walk,Religious Comparison,National Identity,neutral,0.64910656
783,Mon Mar 07 12:11:31 +0000 2022,malaysia uses secular laws as our supreme constitution but religious bigotry is somewhat allowed aka targeting queer communities their response upon receiving backlash  our statement is targeted to the muslim population  also them  takes away nonmuslim queer rights,Institutional Distrust,Islamic Identity,negative,0.93631124
783,Mon Mar 07 12:11:31 +0000 2022,malaysia uses secular laws as our supreme constitution but religious bigotry is somewhat allowed aka targeting queer communities their response upon receiving backlash  our statement is targeted to the muslim population  also them  takes away nonmuslim queer rights,Institutional Distrust,Secularism,negative,0.7364153
783,Mon Mar 07 12:11:31 +0000 2022,malaysia uses secular laws as our supreme constitution but religious bigotry is somewhat allowed aka targeting queer communities their response upon receiving backlash  our statement is targeted to the muslim population  also them  takes away nonmuslim queer rights,Institutional Distrust,Religious Beliefs,negative,0.96116954
783,Mon Mar 07 12:11:31 +0000 2022,malaysia uses secular laws as our supreme constitution but religious bigotry is somewhat allowed aka targeting queer communities their response upon receiving backlash  our statement is targeted to the muslim population  also them  takes away nonmuslim queer rights,Institutional Distrust,Race,negative,0.9277791
783,Mon Mar 07 12:11:31 +0000 2022,malaysia uses secular laws as our supreme constitution but religious bigotry is somewhat allowed aka targeting queer communities their response upon receiving backlash  our statement is targeted to the muslim population  also them  takes away nonmuslim queer rights,Institutional Distrust,National Identity,negative,0.93530715
784,Fri Apr 01 12:52:41 +0000 2022,our country has remained secular only because the majority is hindus otherwise it would have immediately declared itself as an islamic or christian country if their population was in majority remember malaysia declared itself islamic when just  of population was muslim,Religious Comparison,Islamic Identity,negative,0.9050959
784,Fri Apr 01 12:52:41 +0000 2022,our country has remained secular only because the majority is hindus otherwise it would have immediately declared itself as an islamic or christian country if their population was in majority remember malaysia declared itself islamic when just  of population was muslim,Religious Comparison,Secularism,negative,0.75682
784,Fri Apr 01 12:52:41 +0000 2022,our country has remained secular only because the majority is hindus otherwise it would have immediately declared itself as an islamic or christian country if their population was in majority remember malaysia declared itself islamic when just  of population was muslim,Religious Comparison,Race,negative,0.9170255
784,Fri Apr 01 12:52:41 +0000 2022,our country has remained secular only because the majority is hindus otherwise it would have immediately declared itself as an islamic or christian country if their population was in majority remember malaysia declared itself islamic when just  of population was muslim,Religious Comparison,National Identity,negative,0.9018933
784,Fri Apr 01 12:52:41 +0000 2022,our country has remained secular only because the majority is hindus otherwise it would have immediately declared itself as an islamic or christian country if their population was in majority remember malaysia declared itself islamic when just  of population was muslim,Religious Comparison,Social Issues,negative,0.935813
785,Mon Apr 04 05:44:19 +0000 2022,i cant ustand why in msia ppl hv  fight tooth and nail on leaving islam its clear theres no compulsion in islam why do d government fight and punish those who dont want  remain in islam u cant force any  believe in sthing if they do not want,Institutional Distrust,Islamic Identity,negative,0.59856516
785,Mon Apr 04 05:44:19 +0000 2022,i cant ustand why in msia ppl hv  fight tooth and nail on leaving islam its clear theres no compulsion in islam why do d government fight and punish those who dont want  remain in islam u cant force any  believe in sthing if they do not want,Institutional Distrust,Politics,negative,0.71580976
786,Fri Mar 18 15:16:15 +0000 2022,believe me if the drama were to be directed by non muslims and if it were to have a little explicit gay scenes malaysia would have banned the drama without having so many doubts but apparently perempuan itu is directed by a muslim director lmao does it suddenly make it okay,Institutional Distrust,Islamic Identity,negative,0.78560567
786,Fri Mar 18 15:16:15 +0000 2022,believe me if the drama were to be directed by non muslims and if it were to have a little explicit gay scenes malaysia would have banned the drama without having so many doubts but apparently perempuan itu is directed by a muslim director lmao does it suddenly make it okay,Institutional Distrust,Race,negative,0.84103334
786,Fri Mar 18 15:16:15 +0000 2022,believe me if the drama were to be directed by non muslims and if it were to have a little explicit gay scenes malaysia would have banned the drama without having so many doubts but apparently perempuan itu is directed by a muslim director lmao does it suddenly make it okay,Institutional Distrust,National Identity,negative,0.8059568
787,Tue Mar 01 03:33:39 +0000 2022,when these privileged ppl talk abt strengthening syariah it means they want to tie the noose around the necks of the common people not the likes of them living in kayangan jangan jadi bodoh tolak penunggang agama dalam politik,Institutional Distrust,Religious Beliefs,negative,0.7001056
788,Mon Apr 25 04:35:54 +0000 2022,she criticized malaysia s shariah legal system whether the system amounts wholly to an islamic judicial system in both letter and spirit is debatable perfect to our sharia law system until we dont criticize cant you talk to taliban has governed malaysia to,Institutional Distrust,Islamic Identity,neutral,0.6665396
788,Mon Apr 25 04:35:54 +0000 2022,she criticized malaysia s shariah legal system whether the system amounts wholly to an islamic judicial system in both letter and spirit is debatable perfect to our sharia law system until we dont criticize cant you talk to taliban has governed malaysia to,Institutional Distrust,Religious Beliefs,neutral,0.6494682
788,Mon Apr 25 04:35:54 +0000 2022,she criticized malaysia s shariah legal system whether the system amounts wholly to an islamic judicial system in both letter and spirit is debatable perfect to our sharia law system until we dont criticize cant you talk to taliban has governed malaysia to,Institutional Distrust,Race,neutral,0.6752306
788,Mon Apr 25 04:35:54 +0000 2022,she criticized malaysia s shariah legal system whether the system amounts wholly to an islamic judicial system in both letter and spirit is debatable perfect to our sharia law system until we dont criticize cant you talk to taliban has governed malaysia to,Institutional Distrust,National Identity,neutral,0.6700819
789,Sun Apr 24 12:02:26 +0000 2022,in today s malaysia this means state funds including taxpayers money is used to further the cause of islam it can be summarised then that a secular state does not allocate national funds to further the cause of a specific religion,Institutional Distrust,Islamic Identity,neutral,0.47217596
789,Sun Apr 24 12:02:26 +0000 2022,in today s malaysia this means state funds including taxpayers money is used to further the cause of islam it can be summarised then that a secular state does not allocate national funds to further the cause of a specific religion,Institutional Distrust,Secularism,negative,0.7472182
789,Sun Apr 24 12:02:26 +0000 2022,in today s malaysia this means state funds including taxpayers money is used to further the cause of islam it can be summarised then that a secular state does not allocate national funds to further the cause of a specific religion,Institutional Distrust,Race,negative,0.85534257
789,Sun Apr 24 12:02:26 +0000 2022,in today s malaysia this means state funds including taxpayers money is used to further the cause of islam it can be summarised then that a secular state does not allocate national funds to further the cause of a specific religion,Institutional Distrust,National Identity,negative,0.7886734
790,Sat Apr 23 05:46:38 +0000 2022,malaysia was once a progressive secular country until the image was hijacked by political islam separation of religion and state is something i strongly believe in religion is a personal subject that has nothing to do with government authorities,Cultural Resistance to Islamization,Islamic Identity,negative,0.5002594
790,Sat Apr 23 05:46:38 +0000 2022,malaysia was once a progressive secular country until the image was hijacked by political islam separation of religion and state is something i strongly believe in religion is a personal subject that has nothing to do with government authorities,Cultural Resistance to Islamization,Secularism,positive,0.751742
790,Sat Apr 23 05:46:38 +0000 2022,malaysia was once a progressive secular country until the image was hijacked by political islam separation of religion and state is something i strongly believe in religion is a personal subject that has nothing to do with government authorities,Cultural Resistance to Islamization,Race,positive,0.48429504
790,Sat Apr 23 05:46:38 +0000 2022,malaysia was once a progressive secular country until the image was hijacked by political islam separation of religion and state is something i strongly believe in religion is a personal subject that has nothing to do with government authorities,Cultural Resistance to Islamization,National Identity,positive,0.50915444
790,Sat Apr 23 05:46:38 +0000 2022,malaysia was once a progressive secular country until the image was hijacked by political islam separation of religion and state is something i strongly believe in religion is a personal subject that has nothing to do with government authorities,Cultural Resistance to Islamization,Politics,negative,0.50630945
791,Tue Mar 22 17:42:36 +0000 2022,so this has a high probability of the muslims later saying that because this is a muslim issue and with malaysia having islam as a official religion although being a secular country should not be allowed and they would try to impose further measures to treat it inhumanely,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.6704339
791,Tue Mar 22 17:42:36 +0000 2022,so this has a high probability of the muslims later saying that because this is a muslim issue and with malaysia having islam as a official religion although being a secular country should not be allowed and they would try to impose further measures to treat it inhumanely,Fear-Mongering & Conspiracy,Secularism,negative,0.97045016
791,Tue Mar 22 17:42:36 +0000 2022,so this has a high probability of the muslims later saying that because this is a muslim issue and with malaysia having islam as a official religion although being a secular country should not be allowed and they would try to impose further measures to treat it inhumanely,Fear-Mongering & Conspiracy,Race,negative,0.92419595
791,Tue Mar 22 17:42:36 +0000 2022,so this has a high probability of the muslims later saying that because this is a muslim issue and with malaysia having islam as a official religion although being a secular country should not be allowed and they would try to impose further measures to treat it inhumanely,Fear-Mongering & Conspiracy,National Identity,negative,0.86431783
792,Tue Apr 12 03:50:53 +0000 2022,the secular humanists disappeared malaysia airlines flight,Fear-Mongering & Conspiracy,Secularism,negative,0.89678705
792,Tue Apr 12 03:50:53 +0000 2022,the secular humanists disappeared malaysia airlines flight,Fear-Mongering & Conspiracy,Race,neutral,0.9609789
792,Tue Apr 12 03:50:53 +0000 2022,the secular humanists disappeared malaysia airlines flight,Fear-Mongering & Conspiracy,National Identity,neutral,0.9259503
793,Sat Mar 19 03:59:08 +0000 2022,lets make malaysia a secular country and predominantly atheistic no,Cultural Resistance to Islamization,Secularism,positive,0.8714041
793,Sat Mar 19 03:59:08 +0000 2022,lets make malaysia a secular country and predominantly atheistic no,Cultural Resistance to Islamization,Race,positive,0.64423406
793,Sat Mar 19 03:59:08 +0000 2022,lets make malaysia a secular country and predominantly atheistic no,Cultural Resistance to Islamization,National Identity,positive,0.6487863
794,Tue Apr 19 19:14:20 +0000 2022,then you need to get a reality check malaysia is islamic not secularwith just  muslim population in indonesia you can t be an atheist u must follow a recognised religion that considers singularity of god hinduismbuddhism is registered as monotheist to get legality,Religious Comparison,Islamic Identity,neutral,0.66938955
