Id,created_at,cleaned_text,type,aspect
975,Fri Jul 30 13:03:41 +0000 2021,n gtunited nusantara gtget struck by tsunamityphoonearthquake in jakartan gtacehmalaysia starts bitching about why it was gods punishment because muh nusantara is secular not religious,Fear-Mongering & Conspiracy,Politics
976,Tue Jul 20 00:53:52 +0000 2021,and no matter how lengthy your argument was against his errors you have just proved to us what our tuan guru says religion has no place in a secular administration so good luck trying to tell that to the majority of the people who are muslims here in malaysia because,Cultural Resistance to Islamization,Islamic Identity
976,Tue Jul 20 00:53:52 +0000 2021,and no matter how lengthy your argument was against his errors you have just proved to us what our tuan guru says religion has no place in a secular administration so good luck trying to tell that to the majority of the people who are muslims here in malaysia because,Cultural Resistance to Islamization,Secularism
976,Tue Jul 20 00:53:52 +0000 2021,and no matter how lengthy your argument was against his errors you have just proved to us what our tuan guru says religion has no place in a secular administration so good luck trying to tell that to the majority of the people who are muslims here in malaysia because,Cultural Resistance to Islamization,Race
976,Tue Jul 20 00:53:52 +0000 2021,and no matter how lengthy your argument was against his errors you have just proved to us what our tuan guru says religion has no place in a secular administration so good luck trying to tell that to the majority of the people who are muslims here in malaysia because,Cultural Resistance to Islamization,National Identity
977,Wed Aug 25 06:10:48 +0000 2021,the secular fabric of india comes from indic religions of buddhism hinduism jainism and sikhism and to answer ur question of how on earth is islamic law going to apply in india  well clearly u havent seen the globe from morocco to malaysia its islamic country belt already,Fear-Mongering & Conspiracy,Islamic Identity
977,Wed Aug 25 06:10:48 +0000 2021,the secular fabric of india comes from indic religions of buddhism hinduism jainism and sikhism and to answer ur question of how on earth is islamic law going to apply in india  well clearly u havent seen the globe from morocco to malaysia its islamic country belt already,Fear-Mongering & Conspiracy,Secularism
977,Wed Aug 25 06:10:48 +0000 2021,the secular fabric of india comes from indic religions of buddhism hinduism jainism and sikhism and to answer ur question of how on earth is islamic law going to apply in india  well clearly u havent seen the globe from morocco to malaysia its islamic country belt already,Fear-Mongering & Conspiracy,Race
977,Wed Aug 25 06:10:48 +0000 2021,the secular fabric of india comes from indic religions of buddhism hinduism jainism and sikhism and to answer ur question of how on earth is islamic law going to apply in india  well clearly u havent seen the globe from morocco to malaysia its islamic country belt already,Fear-Mongering & Conspiracy,National Identity
978,Fri Jul 30 07:41:04 +0000 2021,for the first time in history i see the palace and the opposition includes dap have the same narrative that against the current government yeah the government of  melayuislam parties umno bersatu and pas what a time to be alive,Cultural Resistance to Islamization,Islamic Identity
978,Fri Jul 30 07:41:04 +0000 2021,for the first time in history i see the palace and the opposition includes dap have the same narrative that against the current government yeah the government of  melayuislam parties umno bersatu and pas what a time to be alive,Cultural Resistance to Islamization,Race
978,Fri Jul 30 07:41:04 +0000 2021,for the first time in history i see the palace and the opposition includes dap have the same narrative that against the current government yeah the government of  melayuislam parties umno bersatu and pas what a time to be alive,Cultural Resistance to Islamization,Politics
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Islamic Identity
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Secularism
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Religious Beliefs
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Race
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Social Issues
979,Tue Aug 24 02:12:04 +0000 2021,malay atheists cannot  remove islam from ic  eat peacefully during ramadan in restaurants without being hounded by religious police  have diff gender guests fear of raid tajassus by religious police  declare theyre atheists without threats of prosecution by authority,Institutional Distrust,Violence
980,Thu Aug 19 05:20:23 +0000 2021,malaysia s number one threat is not corruption but religious extremism that followed by malay ethnonationalism which breeds and gives cover to corruption the two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country,Fear-Mongering & Conspiracy,Religious Beliefs
980,Thu Aug 19 05:20:23 +0000 2021,malaysia s number one threat is not corruption but religious extremism that followed by malay ethnonationalism which breeds and gives cover to corruption the two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country,Fear-Mongering & Conspiracy,Race
980,Thu Aug 19 05:20:23 +0000 2021,malaysia s number one threat is not corruption but religious extremism that followed by malay ethnonationalism which breeds and gives cover to corruption the two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country,Fear-Mongering & Conspiracy,National Identity
980,Thu Aug 19 05:20:23 +0000 2021,malaysia s number one threat is not corruption but religious extremism that followed by malay ethnonationalism which breeds and gives cover to corruption the two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country,Fear-Mongering & Conspiracy,Social Issues
980,Thu Aug 19 05:20:23 +0000 2021,malaysia s number one threat is not corruption but religious extremism that followed by malay ethnonationalism which breeds and gives cover to corruption the two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country,Fear-Mongering & Conspiracy,Violence
981,Mon Aug 23 08:45:27 +0000 2021,indonesian were tribals who became hindus during st century after indian kings occupied indonesia indonesia then it had hindu kings tamilians spreaded buddhism there and in other south asian countries  malaysia and indonesia are exception to forced conversion done by muslim,Religious Comparison,Islamic Identity
981,Mon Aug 23 08:45:27 +0000 2021,indonesian were tribals who became hindus during st century after indian kings occupied indonesia indonesia then it had hindu kings tamilians spreaded buddhism there and in other south asian countries  malaysia and indonesia are exception to forced conversion done by muslim,Religious Comparison,Race
981,Mon Aug 23 08:45:27 +0000 2021,indonesian were tribals who became hindus during st century after indian kings occupied indonesia indonesia then it had hindu kings tamilians spreaded buddhism there and in other south asian countries  malaysia and indonesia are exception to forced conversion done by muslim,Religious Comparison,National Identity
982,Mon Aug 23 08:47:30 +0000 2021,it was easy for muslim merchants to covert malaysia and indonesia because these countries had no original religion they were tribals who first became hindu then buddhist then muslim malaysia and indonesia are only countries which converted to izlam without force,Religious Supremacy,Islamic Identity
982,Mon Aug 23 08:47:30 +0000 2021,it was easy for muslim merchants to covert malaysia and indonesia because these countries had no original religion they were tribals who first became hindu then buddhist then muslim malaysia and indonesia are only countries which converted to izlam without force,Religious Supremacy,Race
982,Mon Aug 23 08:47:30 +0000 2021,it was easy for muslim merchants to covert malaysia and indonesia because these countries had no original religion they were tribals who first became hindu then buddhist then muslim malaysia and indonesia are only countries which converted to izlam without force,Religious Supremacy,National Identity
983,Sat Oct 30 11:20:00 +0000 2021,mui give a warning to sukmawati mother dont bad islam httpstcoeadhmfffz,Directly Hostile Terms,Islamic Identity
985,Fri Oct 01 09:19:38 +0000 2021,the surau or mosque should pull his credentials from the lecture if given look at malaysias damaged style when there is a mcmni instigator who burns the buddhist mosque who bomb the mosque in pakistan hindus two religions in malaysia malaysia is safe org mcm pest,Directly Hostile Terms,Islamic Identity
985,Fri Oct 01 09:19:38 +0000 2021,the surau or mosque should pull his credentials from the lecture if given look at malaysias damaged style when there is a mcmni instigator who burns the buddhist mosque who bomb the mosque in pakistan hindus two religions in malaysia malaysia is safe org mcm pest,Directly Hostile Terms,Race
985,Fri Oct 01 09:19:38 +0000 2021,the surau or mosque should pull his credentials from the lecture if given look at malaysias damaged style when there is a mcmni instigator who burns the buddhist mosque who bomb the mosque in pakistan hindus two religions in malaysia malaysia is safe org mcm pest,Directly Hostile Terms,National Identity
985,Fri Oct 01 09:19:38 +0000 2021,the surau or mosque should pull his credentials from the lecture if given look at malaysias damaged style when there is a mcmni instigator who burns the buddhist mosque who bomb the mosque in pakistan hindus two religions in malaysia malaysia is safe org mcm pest,Directly Hostile Terms,Violence
986,Thu Oct 21 10:19:17 +0000 2021,in s malaysia malay mslims were barely  when they declared islam as official religion and passed bhumiputera laws discriminating against non malay mslims  chinese and indians demographics is destiny sure but also your willpower is destiny,Cultural Resistance to Islamization,Islamic Identity
986,Thu Oct 21 10:19:17 +0000 2021,in s malaysia malay mslims were barely  when they declared islam as official religion and passed bhumiputera laws discriminating against non malay mslims  chinese and indians demographics is destiny sure but also your willpower is destiny,Cultural Resistance to Islamization,Race
986,Thu Oct 21 10:19:17 +0000 2021,in s malaysia malay mslims were barely  when they declared islam as official religion and passed bhumiputera laws discriminating against non malay mslims  chinese and indians demographics is destiny sure but also your willpower is destiny,Cultural Resistance to Islamization,National Identity
986,Thu Oct 21 10:19:17 +0000 2021,in s malaysia malay mslims were barely  when they declared islam as official religion and passed bhumiputera laws discriminating against non malay mslims  chinese and indians demographics is destiny sure but also your willpower is destiny,Cultural Resistance to Islamization,Politics
987,Sat Oct 23 05:56:06 +0000 2021,freedom of religion abroad means muslims in non muslim countries get to pray freely and safely at the same time non malaysian muslims are prohibited from entering a mosque in a muslim country are we masking superiority with religion shame on us,Religious Supremacy,Islamic Identity
987,Sat Oct 23 05:56:06 +0000 2021,freedom of religion abroad means muslims in non muslim countries get to pray freely and safely at the same time non malaysian muslims are prohibited from entering a mosque in a muslim country are we masking superiority with religion shame on us,Religious Supremacy,Secularism
987,Sat Oct 23 05:56:06 +0000 2021,freedom of religion abroad means muslims in non muslim countries get to pray freely and safely at the same time non malaysian muslims are prohibited from entering a mosque in a muslim country are we masking superiority with religion shame on us,Religious Supremacy,Race
987,Sat Oct 23 05:56:06 +0000 2021,freedom of religion abroad means muslims in non muslim countries get to pray freely and safely at the same time non malaysian muslims are prohibited from entering a mosque in a muslim country are we masking superiority with religion shame on us,Religious Supremacy,National Identity
988,Sat Sep 04 14:39:57 +0000 2021,constructing namaz room is secular building temple is communal,Cultural Resistance to Islamization,Secularism
989,Wed Sep 15 13:32:12 +0000 2021,one of the most interesting topics today according to the feministlibtard twitter mosque in malaysia is discriminating against women women need to pray in a closed place that is reserved behind the mens prayer area,Cultural Resistance to Islamization,Islamic Identity
989,Wed Sep 15 13:32:12 +0000 2021,one of the most interesting topics today according to the feministlibtard twitter mosque in malaysia is discriminating against women women need to pray in a closed place that is reserved behind the mens prayer area,Cultural Resistance to Islamization,Race
989,Wed Sep 15 13:32:12 +0000 2021,one of the most interesting topics today according to the feministlibtard twitter mosque in malaysia is discriminating against women women need to pray in a closed place that is reserved behind the mens prayer area,Cultural Resistance to Islamization,National Identity
989,Wed Sep 15 13:32:12 +0000 2021,one of the most interesting topics today according to the feministlibtard twitter mosque in malaysia is discriminating against women women need to pray in a closed place that is reserved behind the mens prayer area,Cultural Resistance to Islamization,Social Issues
990,Fri Sep 17 06:37:43 +0000 2021,so i went to the masjid today friday prayer and i was fully vaccinated but the guy at the door said my boss said no foreigns allowed in the mosque yesterday the government allowed  people in the mosque yet i wasn t allowed  malaysia mosque masjid,Cultural Resistance to Islamization,Islamic Identity
990,Fri Sep 17 06:37:43 +0000 2021,so i went to the masjid today friday prayer and i was fully vaccinated but the guy at the door said my boss said no foreigns allowed in the mosque yesterday the government allowed  people in the mosque yet i wasn t allowed  malaysia mosque masjid,Cultural Resistance to Islamization,Race
990,Fri Sep 17 06:37:43 +0000 2021,so i went to the masjid today friday prayer and i was fully vaccinated but the guy at the door said my boss said no foreigns allowed in the mosque yesterday the government allowed  people in the mosque yet i wasn t allowed  malaysia mosque masjid,Cultural Resistance to Islamization,National Identity
990,Fri Sep 17 06:37:43 +0000 2021,so i went to the masjid today friday prayer and i was fully vaccinated but the guy at the door said my boss said no foreigns allowed in the mosque yesterday the government allowed  people in the mosque yet i wasn t allowed  malaysia mosque masjid,Cultural Resistance to Islamization,Politics
991,Sun Oct 17 07:07:29 +0000 2021,watching this midnight mass we are not surprised by the fools of religion people who can kill and eliminate others because of religion dont be surprised if it starts with people who are so happy to accuse heresy and liberal we are looking at it in malaysia,Fear-Mongering & Conspiracy,Secularism
991,Sun Oct 17 07:07:29 +0000 2021,watching this midnight mass we are not surprised by the fools of religion people who can kill and eliminate others because of religion dont be surprised if it starts with people who are so happy to accuse heresy and liberal we are looking at it in malaysia,Fear-Mongering & Conspiracy,Race
991,Sun Oct 17 07:07:29 +0000 2021,watching this midnight mass we are not surprised by the fools of religion people who can kill and eliminate others because of religion dont be surprised if it starts with people who are so happy to accuse heresy and liberal we are looking at it in malaysia,Fear-Mongering & Conspiracy,National Identity
992,Tue Sep 07 14:15:08 +0000 2021,corruption needs to be redefined the recipient of a bribe is not corrupt  president of the islamic party of malaysia whatever the fuck is going on in his addled little mind has very little to do with islam,Directly Hostile Terms,Islamic Identity
992,Tue Sep 07 14:15:08 +0000 2021,corruption needs to be redefined the recipient of a bribe is not corrupt  president of the islamic party of malaysia whatever the fuck is going on in his addled little mind has very little to do with islam,Directly Hostile Terms,Race
992,Tue Sep 07 14:15:08 +0000 2021,corruption needs to be redefined the recipient of a bribe is not corrupt  president of the islamic party of malaysia whatever the fuck is going on in his addled little mind has very little to do with islam,Directly Hostile Terms,National Identity
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Islamic Identity
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Secularism
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Race
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,National Identity
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Politics
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Social Issues
993,Fri Sep 24 13:21:49 +0000 2021,because of the ongoing controversy regarding the sharia gambling and men dressed as women parliament has to decide once and for all whether malaysia is a secular or islamic country if not the muslims and the islamophobics will continue to quarrel and threaten race relations,Institutional Distrust,Violence
994,Tue Oct 19 08:27:00 +0000 2021,your religion forbides you from drinking everyone knows and respect this but yet the religious police are banging this drum they are clearly saying if you dont bow to our wishes we will make life harder for you well fuck them malaysia is a secular country,Cultural Resistance to Islamization,Secularism
994,Tue Oct 19 08:27:00 +0000 2021,your religion forbides you from drinking everyone knows and respect this but yet the religious police are banging this drum they are clearly saying if you dont bow to our wishes we will make life harder for you well fuck them malaysia is a secular country,Cultural Resistance to Islamization,Religious Beliefs
994,Tue Oct 19 08:27:00 +0000 2021,your religion forbides you from drinking everyone knows and respect this but yet the religious police are banging this drum they are clearly saying if you dont bow to our wishes we will make life harder for you well fuck them malaysia is a secular country,Cultural Resistance to Islamization,Race
994,Tue Oct 19 08:27:00 +0000 2021,your religion forbides you from drinking everyone knows and respect this but yet the religious police are banging this drum they are clearly saying if you dont bow to our wishes we will make life harder for you well fuck them malaysia is a secular country,Cultural Resistance to Islamization,National Identity
995,Thu Oct 28 10:46:54 +0000 2021,the manufacturer should take them to court after all timah is sold to nonmuslims and malaysia is a secular country after all the malay taliban must given be a good whacking in court,Cultural Resistance to Islamization,Islamic Identity
995,Thu Oct 28 10:46:54 +0000 2021,the manufacturer should take them to court after all timah is sold to nonmuslims and malaysia is a secular country after all the malay taliban must given be a good whacking in court,Cultural Resistance to Islamization,Secularism
995,Thu Oct 28 10:46:54 +0000 2021,the manufacturer should take them to court after all timah is sold to nonmuslims and malaysia is a secular country after all the malay taliban must given be a good whacking in court,Cultural Resistance to Islamization,Race
995,Thu Oct 28 10:46:54 +0000 2021,the manufacturer should take them to court after all timah is sold to nonmuslims and malaysia is a secular country after all the malay taliban must given be a good whacking in court,Cultural Resistance to Islamization,National Identity
996,Tue Sep 07 01:45:12 +0000 2021,dont these idiots know that malaysia is a secular country they can throw their toys all they want and if they try to bend the constitution to their will they will fail plus they are about to make a lot of atheists if they keep pushing,Cultural Resistance to Islamization,Secularism
996,Tue Sep 07 01:45:12 +0000 2021,dont these idiots know that malaysia is a secular country they can throw their toys all they want and if they try to bend the constitution to their will they will fail plus they are about to make a lot of atheists if they keep pushing,Cultural Resistance to Islamization,Race
996,Tue Sep 07 01:45:12 +0000 2021,dont these idiots know that malaysia is a secular country they can throw their toys all they want and if they try to bend the constitution to their will they will fail plus they are about to make a lot of atheists if they keep pushing,Cultural Resistance to Islamization,National Identity
997,Sat Oct 30 10:38:52 +0000 2021,this is a slippery slope malaysia is a secular country someone needs to throw the constitution at his face,Cultural Resistance to Islamization,Secularism
997,Sat Oct 30 10:38:52 +0000 2021,this is a slippery slope malaysia is a secular country someone needs to throw the constitution at his face,Cultural Resistance to Islamization,Race
997,Sat Oct 30 10:38:52 +0000 2021,this is a slippery slope malaysia is a secular country someone needs to throw the constitution at his face,Cultural Resistance to Islamization,National Identity
998,Mon Oct 18 15:48:48 +0000 2021,malaysia is a secular country the alcoholic beverage is promoted and sold to nonmuslims you have no business messing about with lives of nonmuslims and timah is the malay word for tin which is a mineral the man on the bottle is a british man named captain speedy,Cultural Resistance to Islamization,Islamic Identity
998,Mon Oct 18 15:48:48 +0000 2021,malaysia is a secular country the alcoholic beverage is promoted and sold to nonmuslims you have no business messing about with lives of nonmuslims and timah is the malay word for tin which is a mineral the man on the bottle is a british man named captain speedy,Cultural Resistance to Islamization,Secularism
998,Mon Oct 18 15:48:48 +0000 2021,malaysia is a secular country the alcoholic beverage is promoted and sold to nonmuslims you have no business messing about with lives of nonmuslims and timah is the malay word for tin which is a mineral the man on the bottle is a british man named captain speedy,Cultural Resistance to Islamization,Race
998,Mon Oct 18 15:48:48 +0000 2021,malaysia is a secular country the alcoholic beverage is promoted and sold to nonmuslims you have no business messing about with lives of nonmuslims and timah is the malay word for tin which is a mineral the man on the bottle is a british man named captain speedy,Cultural Resistance to Islamization,National Identity
999,Thu Oct 28 09:43:03 +0000 2021,we need to fight fight tooth and nail if we must malaysia is a secular country just as written in the constitution if the ultrareligious want to create their own paradise they can move to afghanistan enough is enough,Cultural Resistance to Islamization,Secularism
999,Thu Oct 28 09:43:03 +0000 2021,we need to fight fight tooth and nail if we must malaysia is a secular country just as written in the constitution if the ultrareligious want to create their own paradise they can move to afghanistan enough is enough,Cultural Resistance to Islamization,Religious Beliefs
999,Thu Oct 28 09:43:03 +0000 2021,we need to fight fight tooth and nail if we must malaysia is a secular country just as written in the constitution if the ultrareligious want to create their own paradise they can move to afghanistan enough is enough,Cultural Resistance to Islamization,Race
999,Thu Oct 28 09:43:03 +0000 2021,we need to fight fight tooth and nail if we must malaysia is a secular country just as written in the constitution if the ultrareligious want to create their own paradise they can move to afghanistan enough is enough,Cultural Resistance to Islamization,National Identity
1000,Mon Oct 04 09:48:13 +0000 2021,drugs halaal certified products pirated cheap cdsdvds all are dubai  malaysia controlled terror funding mafias,Fear-Mongering & Conspiracy,Race
1000,Mon Oct 04 09:48:13 +0000 2021,drugs halaal certified products pirated cheap cdsdvds all are dubai  malaysia controlled terror funding mafias,Fear-Mongering & Conspiracy,National Identity
1001,Sat Oct 16 08:21:41 +0000 2021,never heard and saw prayers being offered on roads and open spaces in europenorth america or even malaysia are prayers offered on roads in muslim countries notably in west asia if not are prayers offed on roads in india to provoke the secular and silent majority,Fear-Mongering & Conspiracy,Islamic Identity
1001,Sat Oct 16 08:21:41 +0000 2021,never heard and saw prayers being offered on roads and open spaces in europenorth america or even malaysia are prayers offered on roads in muslim countries notably in west asia if not are prayers offed on roads in india to provoke the secular and silent majority,Fear-Mongering & Conspiracy,Secularism
1001,Sat Oct 16 08:21:41 +0000 2021,never heard and saw prayers being offered on roads and open spaces in europenorth america or even malaysia are prayers offered on roads in muslim countries notably in west asia if not are prayers offed on roads in india to provoke the secular and silent majority,Fear-Mongering & Conspiracy,Race
1001,Sat Oct 16 08:21:41 +0000 2021,never heard and saw prayers being offered on roads and open spaces in europenorth america or even malaysia are prayers offered on roads in muslim countries notably in west asia if not are prayers offed on roads in india to provoke the secular and silent majority,Fear-Mongering & Conspiracy,National Identity
1002,Tue Sep 21 05:50:43 +0000 2021,its quite disappointing to see this issue being discussed in a partisan manner rather than how much power religious authorities have here in malaysia its a civil liberty issue we are a secular country  we shouldnt let barbarians rule the streets,Cultural Resistance to Islamization,Secularism
1002,Tue Sep 21 05:50:43 +0000 2021,its quite disappointing to see this issue being discussed in a partisan manner rather than how much power religious authorities have here in malaysia its a civil liberty issue we are a secular country  we shouldnt let barbarians rule the streets,Cultural Resistance to Islamization,Religious Beliefs
1002,Tue Sep 21 05:50:43 +0000 2021,its quite disappointing to see this issue being discussed in a partisan manner rather than how much power religious authorities have here in malaysia its a civil liberty issue we are a secular country  we shouldnt let barbarians rule the streets,Cultural Resistance to Islamization,Race
1002,Tue Sep 21 05:50:43 +0000 2021,its quite disappointing to see this issue being discussed in a partisan manner rather than how much power religious authorities have here in malaysia its a civil liberty issue we are a secular country  we shouldnt let barbarians rule the streets,Cultural Resistance to Islamization,National Identity
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,Islamic Identity
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,Secularism
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,Religious Beliefs
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,Race
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,National Identity
1003,Thu Oct 28 10:53:26 +0000 2021,this is nothing but outright bullying and intimidation by talibumis thanks  malaysia is a secular country is it not then why is a alcoholic beverage bowing down to the whims of extremists imagine being muslim and being dumbed down like this by fellow believers,Directly Hostile Terms,Violence
1004,Wed Sep 15 18:06:04 +0000 2021,how could so many countries become islamic nations needs to be answered at all levels notably judicial in particular how and why did malaysia with  nonmuslim population begin as a secular country and became an islamic country within a decade after independence,Fear-Mongering & Conspiracy,Islamic Identity
1004,Wed Sep 15 18:06:04 +0000 2021,how could so many countries become islamic nations needs to be answered at all levels notably judicial in particular how and why did malaysia with  nonmuslim population begin as a secular country and became an islamic country within a decade after independence,Fear-Mongering & Conspiracy,Secularism
1004,Wed Sep 15 18:06:04 +0000 2021,how could so many countries become islamic nations needs to be answered at all levels notably judicial in particular how and why did malaysia with  nonmuslim population begin as a secular country and became an islamic country within a decade after independence,Fear-Mongering & Conspiracy,Race
1004,Wed Sep 15 18:06:04 +0000 2021,how could so many countries become islamic nations needs to be answered at all levels notably judicial in particular how and why did malaysia with  nonmuslim population begin as a secular country and became an islamic country within a decade after independence,Fear-Mongering & Conspiracy,National Identity
1005,Fri Oct 15 14:11:46 +0000 2021,malaysia weve turned into a taliban nation despite the fact that our founding fathers wished for malaysia to be a secular democracy,Fear-Mongering & Conspiracy,Secularism
1005,Fri Oct 15 14:11:46 +0000 2021,malaysia weve turned into a taliban nation despite the fact that our founding fathers wished for malaysia to be a secular democracy,Fear-Mongering & Conspiracy,Race
1005,Fri Oct 15 14:11:46 +0000 2021,malaysia weve turned into a taliban nation despite the fact that our founding fathers wished for malaysia to be a secular democracy,Fear-Mongering & Conspiracy,National Identity
1006,Thu Oct 14 11:04:27 +0000 2021,even in supposedly secular malaysia a specific interpretation of gods rules are used to justify oppression oppression of the poor of minorities of women coincidentally the people in power who propagate the official interpretation benefit the most from it,Institutional Distrust,Secularism
1006,Thu Oct 14 11:04:27 +0000 2021,even in supposedly secular malaysia a specific interpretation of gods rules are used to justify oppression oppression of the poor of minorities of women coincidentally the people in power who propagate the official interpretation benefit the most from it,Institutional Distrust,Religious Beliefs
1006,Thu Oct 14 11:04:27 +0000 2021,even in supposedly secular malaysia a specific interpretation of gods rules are used to justify oppression oppression of the poor of minorities of women coincidentally the people in power who propagate the official interpretation benefit the most from it,Institutional Distrust,Race
1006,Thu Oct 14 11:04:27 +0000 2021,even in supposedly secular malaysia a specific interpretation of gods rules are used to justify oppression oppression of the poor of minorities of women coincidentally the people in power who propagate the official interpretation benefit the most from it,Institutional Distrust,National Identity
1006,Thu Oct 14 11:04:27 +0000 2021,even in supposedly secular malaysia a specific interpretation of gods rules are used to justify oppression oppression of the poor of minorities of women coincidentally the people in power who propagate the official interpretation benefit the most from it,Institutional Distrust,Social Issues
1007,Wed Sep 15 10:51:17 +0000 2021,indias secularism is protected by hindus only constitution is every where in pakistan in bangladesh in malaysia etc but people of specific mentality and thoughts doesnt allow secularism it means hindus are most decent tolerant and most secular,Religious Comparison,Secularism
1007,Wed Sep 15 10:51:17 +0000 2021,indias secularism is protected by hindus only constitution is every where in pakistan in bangladesh in malaysia etc but people of specific mentality and thoughts doesnt allow secularism it means hindus are most decent tolerant and most secular,Religious Comparison,Race
1007,Wed Sep 15 10:51:17 +0000 2021,indias secularism is protected by hindus only constitution is every where in pakistan in bangladesh in malaysia etc but people of specific mentality and thoughts doesnt allow secularism it means hindus are most decent tolerant and most secular,Religious Comparison,National Identity
1008,Sat Sep 11 13:17:05 +0000 2021,malaysia and turkey those are countries which were secular democratic earlier and recently moving into religious fascism just like india but due to their strong constitution modern education and strong economy things are not as ugly like afg or pak,Fear-Mongering & Conspiracy,Secularism
1008,Sat Sep 11 13:17:05 +0000 2021,malaysia and turkey those are countries which were secular democratic earlier and recently moving into religious fascism just like india but due to their strong constitution modern education and strong economy things are not as ugly like afg or pak,Fear-Mongering & Conspiracy,Religious Beliefs
1008,Sat Sep 11 13:17:05 +0000 2021,malaysia and turkey those are countries which were secular democratic earlier and recently moving into religious fascism just like india but due to their strong constitution modern education and strong economy things are not as ugly like afg or pak,Fear-Mongering & Conspiracy,Race
1008,Sat Sep 11 13:17:05 +0000 2021,malaysia and turkey those are countries which were secular democratic earlier and recently moving into religious fascism just like india but due to their strong constitution modern education and strong economy things are not as ugly like afg or pak,Fear-Mongering & Conspiracy,National Identity
1008,Sat Sep 11 13:17:05 +0000 2021,malaysia and turkey those are countries which were secular democratic earlier and recently moving into religious fascism just like india but due to their strong constitution modern education and strong economy things are not as ugly like afg or pak,Fear-Mongering & Conspiracy,Social Issues
