Id,created_at,full_text,label,type,explanation
891,Thu Jan 07 15:21:46 +0000 2021,India State spends millions in funding fundamentalist Islamic schools. Meanwhile France which invented secularism is requiring even private madrassas to be set aside so children can get a secular education. India is not secular. It is a #ChristoIslamic State levying jaziya.,1,Fear-Mongering & Conspiracy,Suggests Islamic schools in India are part of a broader religious takeover.
892,Thu Feb 25 10:51:23 +0000 2021,Malaysia is a secular country. A land where secular laws reign supreme. It's nice seeing some pushback against creeping religious influence in our country despite homosexuality being a crime even under the federal penal code. One step at a time. Suck it. https://t.co/dCN0OSx5ik,1,Cultural Resistance to Islamization,Uses antagonistic tone celebrating pushback against religious influence.
893,Fri Jan 22 19:11:58 +0000 2021,Taliban-wannabe transphobes are discussing this now. Malaysia must remain secular or this will be our future. Read this FB comment from a topfan of a meleiz Professor terpaling iseley. https://t.co/M5OLojXQwZ,1,Cultural Resistance to Islamization,Warns against Islamic influence through a hostile tone.
894,Thu Jan 07 07:51:54 +0000 2021,This is the level of peer pressure that women in once secular countries like indonesia Malaysia Turkey (&amp; India) face The worrying part is that this has now begun with toddlers ,1,Cultural Resistance to Islamization,Frames religious pressure in Islamic countries as dangerous.
895,Sun Feb 07 04:53:18 +0000 2021,Malaysia is a secular country check the constitution. What is the point of following the quran if the government forces you to do it. Then is it you as an individual making that decision or is it the government making the decision for you?,1,Cultural Resistance to Islamization,Critiques enforcement of Islamic behavior by government.
896,Sun Feb 21 08:39:58 +0000 2021,@monkeydisease Can I just say... My husband and I went to Shariah court once and the case before ours was about a man who married another woman illegally in Thailand. He did that because isteri tak restu . He got off with a RM1000 fine only. We don't take women seriously here.,1,Institutional Distrust,Critiques perceived gender bias in Shariah court decisions.
897,Mon Feb 01 01:09:09 +0000 2021,For context in Malaysia Muslims are free to evangelise &amp; convert others into their faith but it is expressedly forbidden &amp; illegal for others to do so to Muslims. Unilateral conversion of minors by a converted parent is also not unusual so are missions targeted at Orang Asal,1,Religious Supremacy,Describes unequal conversion laws and portrays Muslim privilege.
898,Sun Jan 31 06:01:15 +0000 2021,@fmtoday Religious party is not suitable in secular country like Malaysia looooo Leaders like hadi the suite case man bck door supporters never lead walk the talk etiquette,1,Cultural Resistance to Islamization,Rejects religious parties in secular states using demeaning language.
899,Fri Jan 22 03:57:44 +0000 2021,Keep Malaysia secular. Otherwise accept another Taliban-like failed state.,1,Fear-Mongering & Conspiracy,Implies Malaysia could become a Taliban-like failed state.
900,Sun Feb 21 13:25:24 +0000 2021,@RajaPetra If Malaysian Malaysia means a secular M'sia it's no way Jose'! Secularism is against the creed of Islam. To accept a secular M'sia (Allah forbid) is to invite the wrath of Allah upon us. 60 to 70% of Malaysians are muslims. It's about time muslims stop bickering &amp; unite !,1,Religious Supremacy,Rejects secularism as anti-Islam and calls for Muslim unity based on religion.
901,Fri Feb 05 01:18:31 +0000 2021,In Malaysia we are rebuilding too. Not only the lost class of ulama but a newer class that speak English and understand and call out the falsehoods of the liberal secular world. May Allah عزوجل grant success.,1,Cultural Resistance to Islamization,Frames the secular world negatively in contrast to Islamic authority.
902,Fri Feb 26 10:44:20 +0000 2021,The world is thinking that Malaysia is secular country with freedom of religion .Here we go this is how secular they are hunting man who turn Muslim to apostate.But how come the Muslim who converted non Muslim is not being hunted .#unitednation#freedomofreligion.,1,Institutional Distrust,Claims double standards in religious conversions in Malaysia with accusatory tone.
903,Mon Feb 08 14:02:04 +0000 2021,I can't wait for Malaysia to finally become secular so I can say to the religious extremists that if you don't like it leave . I want them to realize how stupid this phrase really is.,1,Cultural Resistance to Islamization,Expresses desire to silence religious extremists in a hostile tone.
904,Thu Jan 21 09:01:02 +0000 2021,@nanasrrr_here And then they get mad when someone said Islam is not a religion of peace No one in this world know what religion is correct so then why are we putting religion that could have been wrong first before science human rights and morality? Also Malaysia is a secular country,1,Religious Supremacy,Dismisses Islam’s moral foundation and asserts secularism as superior.
905,Thu Jan 21 00:44:54 +0000 2021,@amethystlyy where i come from books AND WORDS hv been banned it's illegal for non muslims to share their beliefs n give literature to muslims. And that's Secular Malaysia. oh..people hv been abducted &amp; there are faith purification centers.,1,Institutional Distrust,Describes Malaysia as repressively controlling religious minorities.
906,Thu Mar 25 11:54:19 +0000 2021,lol comedy is basically illegal in malaysia. Its implemented some of the strictest conservative censorship in the world https://t.co/5YAu8lrPAI,1,Cultural Resistance to Islamization,Describes Malaysia’s laws as overly conservative in a mocking tone.
907,Fri Apr 02 19:00:21 +0000 2021,A trans cosmetic entrepreneur was arrested on grounds of blasphemy for wearing female attire in Malaysia. More than 100 police officers were deployed to track her down in a pointless display of excessive force. Read more on our persecution tracker: https://t.co/H8KA1o7HE2 https://t.co/p6omU2IGkz,1,Institutional Distrust,Criticizes excessive force in arresting a trans woman under religious grounds.
908,Sat Apr 03 01:58:16 +0000 2021,When will our Islamic umma grow mature enough to end this mindless coercion &amp; bigotry that only defames our religion? In #Malaysia... atheists and ex-Muslims remain in hiding over fear of violence and death threats. https://t.co/DeIZXAzHyz,1,Institutional Distrust,Highlights coercion and threats faced by ex-Muslims in Malaysia.
909,Tue Mar 23 14:45:00 +0000 2021,Malaysia: Woman threatens to destroy Christians after High Court verdict permits non-Muslims to use the word Allah https://t.co/UNOYPtubWL,1,Directly Hostile Terms,Report of violent threat against Christians by a Malaysian woman.
910,Sat Apr 03 16:12:39 +0000 2021,Malaysia has a two tiered justice system. Muslims are held accountable to primitive barbaric 1400 year old Sharia Law. While all other Malaysians answer to Secular Law: No Penalty/No Privilege for any religion in a court of law. Why the fuck do they allow Sharia Law??? ,1,Directly Hostile Terms,Refers to Sharia Law as 'primitive barbaric'; explicit hostility.
911,Mon Apr 12 02:52:07 +0000 2021,Oh the irony; Malaysia: 61% Islamic population but has Islamic law infused with civil law: Brunei: 79% population Muslim but clear sharia law. India: 82% collectively Dharmic but they want a secular country after carving up Pakistan Afghanistan &amp; Bangladesh for their religion.,1,Religious Comparison,Compares Islamic governance across countries with sarcasm.
912,Tue Mar 02 16:58:41 +0000 2021,Since Malaysia is not an Islamic country but a secular country and since the Constitution is above Sharia laws there is nothing anyone can do about Sajat. So just leave him alone because you cannot have it both ways. In the end DAP wins. Padan muka Melayu. Nak sangat Pakatan.,1,Cultural Resistance to Islamization,Uses mocking tone suggesting secularism trumps Islamic norms.
913,Sat Apr 10 18:36:09 +0000 2021,Malaysian Muslims at 60% created an explicitly Muslim country with laws that discriminate against Non Muslims.,1,Institutional Distrust,Claims Muslims created discriminatory laws against non-Muslims.
914,Sat Apr 17 15:01:10 +0000 2021,Kalau institusi raja dibubarkan. Rakyat Malaysia harus menentukan masa depan dgn bijak. Berharap Malaysia tk jadi Turkey 100% secular dan liberal. Jgn sampai rakyat Malaysia menyesal. Ingat.,1,Fear-Mongering & Conspiracy,Warns against secularism leading to regret; invokes fear.
915,Fri Apr 02 07:26:35 +0000 2021,The secular meaning: Christians Evangelicals Muslims Tableeghis are all secular by default even if they seek vote in the name of Christ and Allah. Hindus are communal by default. They can be called secular if they abuse their own culture tradition and deities.,1,Religious Comparison,Claims Hindus must self-denigrate to be seen as secular.
916,Tue Mar 09 13:54:12 +0000 2021,I can't believe Female Genital Mutilation(FGM) is a real thing and practiced in Malaysia. It's also for non-medical purposes with the sole reason to prevent girls from being naughty . Female circumcision is nowhere to be found in islam. The obligation is only for the male.Cont-,1,Institutional Distrust,Critiques state-endorsed FGM practice in Malaysia; implies religious distortion.
917,Wed Apr 07 10:58:23 +0000 2021,Harga selipar Mesra Muslim RM79.90...Harga Selipar Mesra Kapir RM20 kebawah.. Malah ada RM2.10... Nak pilih mana???,1,Directly Hostile Terms,Mocks and dehumanizes religious identity using 'kapir'.
918,Wed Mar 10 13:38:34 +0000 2021,In Malaysia a marriage between a Muslim and non-Muslim is only legally valid if the latter converts to Islam. How can we celebrate what should be a triumph against prejudice being hijacked by state-sponsored proselytization?,1,Institutional Distrust,Criticizes legal requirement for religious conversion in interfaith marriage.
919,Tue Mar 09 12:56:22 +0000 2021,Marrying a Muslim in Malaysia comes with a lot of baggage some good some not so good. Little value in looking at the experience of marrying an elite Muslim in Malaysia because they gain all the benefits but none of the drawbacks since religious police won't come for them.,1,Institutional Distrust,Claims elite Muslims are exempt from religious enforcement.
920,Fri Apr 02 08:26:54 +0000 2021,Friday sermon in Pahang called on Muslims in the state to keep with the current BN state &amp; PN federal admins citing political unity. Also labelled the previous PH admins as enemies of Islam where Malays &amp; Muslims were allegedly insulted https://t.co/YpPTZJfYI7,1,Fear-Mongering & Conspiracy,Claims political sermon labeled past admins as enemies of Islam.
921,Tue Apr 13 06:58:58 +0000 2021,#Ramadan in Malaysia would see once again: (a) discrimination against non-muslims &amp; people who can t fast from eating publicly (b) some meleis get insecure seeing people eat (iman goyah) and we are supposed to be a secular state by virtue of our constitution. yay!,1,Institutional Distrust,Claims systemic discrimination during Ramadan and critiques inconsistency with secularism.
922,Fri Mar 12 06:23:20 +0000 2021,@SadhguruJV @mkstalin @CMOTamilNadu @rajinikanth @BJP4India @AmitShah please jaago. Make required amendments and stop this. Iran Iraq Afghanistan Malaysia Pakistan Bangladesh; all were Hindu countries. Ahankaar tyago. Secular banana chodo.,1,Fear-Mongering & Conspiracy,Claims Islamic nations were once Hindu and implies religious takeover.
923,Mon Mar 15 12:52:40 +0000 2021,@mohammad_umar56 @SudsG4 @Zulfi_rise @free_thinker Non Muslim majority country are a secular country except Malaysia. So don't give lecture over religion of other.,1,Religious Comparison,Claims Malaysia is the exception to secularism in Muslim-majority countries.
924,Thu Mar 18 06:49:47 +0000 2021,People who feel like this shouldn't send their daughters for further education in western countries or even secular muslim majority countries like Malaysia where women wear clothes that show cleavage tummy and thighs.,1,Cultural Resistance to Islamization,Discourages sending daughters to secular Muslim countries due to dress norms.
925,Sun Apr 18 18:59:42 +0000 2021,@Kababhadu @taslimanasreen Good excuse if that's the case then why don't they go to Bangladesh Indonesia Malaysia and Brunei which is very near to Myanmar Where the majority follows Islam. It's like secular country should practise and Islamic countries will only preach What sort of Law is this ??,1,Religious Comparison,Claims secular countries apply religion more than Islamic ones.
926,Tue Apr 06 17:33:10 +0000 2021,@Wakabando @johnnjenga @EzekielMutua No no no not that doctor Sir... What I fail understand is how a career moral police found work in a secular country.. I thought they are found in Saudi Arabia Malaysia Sudan and maybe some parts of Nigeria...,1,Cultural Resistance to Islamization,Mocks Malaysia as a secular country having religious enforcement like Saudi Arabia.
927,Tue Mar 16 16:59:49 +0000 2021,@uglyluhan To the first sentence yes which is why this is all the more surprising from you. By its own constitution Malaysia is an oppressive and intolerant theocracy. That has emboldened malay-muslims into adopting ethno-religious supremacism in a way hindus in secular india never will.,1,Religious Supremacy,Claims Malaysia’s Constitution leads to ethno-religious supremacy by Malay-Muslims.
928,Fri May 21 12:08:00 +0000 2021,Gambar demonstrasi di ibu negara Malaysia Kuala Lumpur untuk meraikan kemenangan Al-Maqq Ummah di Gaza. Baru rai kemenangan Israhell sampah langgar perjanjian and serang semua dalam Masjidil Aqsa. Bangsa pengkhianat. Bangsat. https://t.co/iZHzDooVoW,1,Directly Hostile Terms,"Uses hate speech towards Israelis, associating them with mosque violence."
929,Tue Jun 01 08:24:32 +0000 2021,#COVID19 cases in Malaysia a Muslim country have exceeded that of India. Malaysia's population is not even 1/4th of India's. Those who blame Modi and RSS please introspect.,1,Religious Comparison,Uses COVID case comparison to frame Muslims and secular India.
930,Thu Jun 17 10:00:56 +0000 2021,Malaysia is a 'Muslim' country and yet still has a multi-religious democracy. Indonesia is not a 'Muslim' country because it has no official state religion yet is the largest Muslim country in the world and has a functioning democracy. The UK has imported Pakistani Islam.,1,Religious Comparison,Frames Malaysia as a contradictory Muslim democracy compared to Indonesia.
931,Tue Jun 22 14:02:09 +0000 2021,Ulama Malaysia: Zionist Israel sebenarnya adalah rezim fasis dan teroris. Tidak ada negosiasi yang bisa dilakukan Indonesia Malaysia dan Brunei dengan Zionist. Negara ilegal Israel perlu dibubarkan tanah Palestina perlu dibebaskan. https://t.co/bLfBCpYC4P #FreePalestine,1,Directly Hostile Terms,"Calls Israel terrorist and illegal, in religiously charged terms."
932,Fri May 28 22:49:11 +0000 2021,Actually orang Melayu pun kena brainwashed drpd kecik &amp; by the school system into thinking yg bangsa lain nak tindas &amp; jatuhkan Melayu. One of the stupid lies is jgn minum air non muslim sbb tu holy water. Nnt tak boleh sebut Allah. There s many more. Some of them told by ustazah,1,Institutional Distrust,Critiques Islamic education for spreading religious paranoia.
933,Wed Jun 02 09:25:45 +0000 2021,malaysia is NOT a islamic country. it s practiced widely but that does not make a malaysia islamic country. we are secular. let diff cultures thrive. if your religion doesn t allow? keep it to yourself .,1,Cultural Resistance to Islamization,Critiques public imposition of religious beliefs.
934,Sat May 22 03:39:09 +0000 2021,Mau menghilangkan Sekulerisme di Indonesia?? 1. Shalatlah berjemaah dan ikuti pengajian2 2. Silaturahmi sesama muslim 3. Beli produk2 muslim dan berdaganglah sesama muslim Selamat siang... cebong yahudi pesek gk boleh jawab,1,Religious Supremacy,Promotes elimination of secularism with exclusive Muslim solidarity.
935,Sun May 16 06:48:03 +0000 2021,Malaysia sendiri ialah negara yang paling lantang menentang Israel dalam kalangan negara Islam dan tidak mempunyai hubungan dengan negara haram itu. Jadi apa yang digambarkan oleh orang sana ialah Malaysia sebuah negara radikal agama yang mundur dan miskin.,1,Fear-Mongering & Conspiracy,Depicts Malaysia as radical and backward for opposing Israel.
936,Mon May 03 19:42:12 +0000 2021,@abumoeed Jis desh me Muslims minorities me hote hain tab sab secular hote hain.Majority me hote hain wahan nahi.( Exception : Malaysia),1,Religious Comparison,Claims Muslims promote secularism only when minority.
937,Sun May 09 19:02:06 +0000 2021,@feyylmao @florianederer Saudi oil money helped finance the spread of the Wahhabi ideology across the Islamic world incl Southeast Asian countries like Malaysia and Indonesia. Moderate secular societies gave way to conservative religious ones,1,Fear-Mongering & Conspiracy,Implies spread of Wahhabi Islam undermines secularism in Southeast Asia.
938,Thu Jun 03 14:27:42 +0000 2021,Errrrr. No? 1. Malaysia is country with secular constitution 2. Hidup jangan hipokrit/munafik. Tuhan tak suka. 3. Love is love. Hang gian pepet selebriti duk minta belanja2 tu lagi perverse daripada binatang buas. 4. Nenek moyang malu betul kat hang.,1,Directly Hostile Terms,Uses derogatory terms indirectly associated with religiosity and hypocrisy.
939,Thu Jun 24 17:03:42 +0000 2021,The supreme law of the land is secular law. A law above all laws even Syariah Law. We want no Talibanisation. https://t.co/wvAfKp9Ggr,1,Cultural Resistance to Islamization,Rejects Islamic law and implies threat from Islamization.
940,Sun May 23 05:09:29 +0000 2021,@SAPPH1CSUNDEL faham. cuma it s ironic how the re the first menggelupur pasal malaysia secular lgbt pemimpin mesti melayu islam dan seangkatan dengannya and proceed to want to live in a country that is exactly all of that ,1,Cultural Resistance to Islamization,Mocks Islamic identity in political context.
941,Mon May 24 10:15:09 +0000 2021,staring eyes! Apart from this there are also splendid examples of countries like Zambia and Malaysia. As soon as Muslims came in majority these secular countries were declared as Islamic countries. Examples exist in London Sweden France Norway where violence is,1,Fear-Mongering & Conspiracy,Claims secular countries become Islamic due to demographics.
942,Wed Jun 02 00:53:41 +0000 2021,I find it utterly strange that in trying to fight for a secular Malaysia we drive it deeper into the dark ages. Good job progressives .,1,Cultural Resistance to Islamization,Equates secularism with progress and Islamization with regression.
943,Mon Jun 07 11:54:51 +0000 2021,For all intents n purposes illegal immigrant is a secular euphemism for infidel . Despite the PROVEN fact that mass detention = mass clusters despite the sheer inhumanity of it all this policy is pursued regardless. Because the cruelty is the point https://t.co/VZBtcQuZEJ,1,Directly Hostile Terms,"Uses 'infidel' in a negative, dehumanizing context."
944,Wed May 12 08:16:23 +0000 2021,But both Malaysia and porkistan are secular nations.. isn t it? Traslation: both preach secularism to other countries while following terrorism. Funding happens from yours truly saudi arabia UAE and quatar who are good guys in front of the camera.,1,Fear-Mongering & Conspiracy,"Accuses Malaysia of terrorism while claiming to be secular, using derogatory term 'porkistan'."
945,Sun Jun 06 05:15:41 +0000 2021,Why did Religious-Based Terrorists torch Churches in Malaysia in reaction to the War in Afghanistan? The US Nation &amp; Federal Government are founded purely on SECULAR laws &amp; rules in accordance with the First Amendment to the U.S. Constitution. https://t.co/nahi51KK8S,1,Fear-Mongering & Conspiracy,Links Muslims in Malaysia to terrorism and violence without specific justification.
946,Sun Jun 06 05:18:46 +0000 2021,SECULAR nature of USA known since U.S. Treaty with Tripoli 1797 : ...government of...US is not...founded on the Christian religion ... Again : Why did Religious-Based Terrorists torch Churches in Malaysia in reaction to the War in Afghanistan? https://t.co/nahi51KK8S,1,Fear-Mongering & Conspiracy,Repeats narrative accusing Muslims in Malaysia of church arson with emphasis on secularism.
947,Wed Jun 02 01:09:34 +0000 2021, same gripes we do about ALL nation-states like Singapore but also Malaysia! (and all the other ones in the Muslim world) namely they re artificial secular and an created by imposition of colonial powers**.,1,Cultural Resistance to Islamization,Critiques Muslim countries as artificial and secular by colonial imposition in a derogatory tone.
948,Mon May 10 10:44:11 +0000 2021,@RoleMarks @TheSun They think that this pandemic was like a prophecy being fulfilled and that they should retake al-aqsa for their Imam to return (Mahdi) accompanied by Jesus. It's deluded they threw rocks at snipers let's see who's chicken dinner lol. Love secular Israel from Malaysia.,1,Fear-Mongering & Conspiracy,Ridicules Muslim eschatology and frames Muslims as deluded with sarcastic tone.
949,Wed May 12 20:07:49 +0000 2021,@phoenixnfalcon @AamirAzizJmi Ask the Hindus living in Malaysia or Indonesia whether their temples have been destroyed and a mosque built with sanction from the Supreme Court. India and France calls itself secular and yet their courts oppress the minorities.,1,Religious Comparison,Frames India and France as worse than Malaysia/Indonesia in terms of religious freedom to belittle secularism.
950,Sat May 29 16:43:05 +0000 2021,@SakilahamadK I think biggest reason is u ppl live fr ur relegion nothing else matters u. Humanity love and all come secondary. U urself see pakistan Malaysia Bangladesh Indonesia all have become muslim countries frm secular? Y what was the need cos u have to show ur religion everywhere,1,Religious Supremacy,Frames Muslims as prioritizing religion over humanity and blames them for secular erosion.
951,Wed Jun 02 18:37:08 +0000 2021,@H2007_SM64 @sandstormJade @Pooru_Boy @ChrisVoiceman Plus most of the world's Muslim countries are puppet states of the Saudis or Iranians and even secular Muslim countries like Turkey Malaysia and Indonesia are starting to become more authoritarian due to increasing pressure from the regime in Riyadh.,1,Fear-Mongering & Conspiracy,Portrays secular Muslim countries as turning authoritarian under external religious pressure.
952,Sun Jun 20 18:40:04 +0000 2021,@dimagkharabhai1 Lol Malaysia openly supports terrorists it's not a secular country anymore. Even a compulsory burkha law is in consideration.,1,Fear-Mongering & Conspiracy,"Claims Malaysia supports terrorism and is considering a burkha law, with a derogatory tone."
953,Mon Jul 05 03:10:55 +0000 2021,Waktu pandemik nak juga tunggang agama. Semua negara/agama harus bekerjasama melawan Covid-19. Mengapa nak bezakan Kerajaan Islam &amp; bukan Islam? Kerajaan PN-PAS inilah yang teruk kendalikan pandemik di Msia. Sehinggakan Msia paling bawah di carta normalcy oleh The Economist. https://t.co/hwmlsLhbCW,1,Cultural Resistance to Islamization,Claims religious exploitation during pandemic; frames Islamic government as incompetent.
954,Sat Jul 31 23:56:54 +0000 2021,NEGARA ISLAM SEKULAR DIIZINKAN OLEH PENJAJAH Barat mengubah pendekatan yang dirancang supaya Islam tidak lagi berkuasa dengan pendekatan sekularisme apabila kuasa Islam disempitkan hanya dalam urusan ibadat diri dan kekeluargaan Baca selanjutnya: https://t.co/pKqG01V5Td https://t.co/k83AXQKo1a,1,Cultural Resistance to Islamization,"Claims colonial powers secularized Islamic power, implying Islam should have more political power."
955,Wed Jul 07 08:48:24 +0000 2021,Meleis : kpop tak sunat While percentage orang sunat kat korea : 77% while malaysia : 61.3% meleis : *buat buat tak nampak,1,Directly Hostile Terms,Uses derogatory racial and cultural stereotyping with a mocking tone.
956,Sat Aug 21 02:03:59 +0000 2021,#Taliban s return boosts morale of militant groups in Southeast Asia; some making plans to train in #Afghanistan Islamists in #Malaysia #Indonesia southern #Philippines reinvigorated in struggle to replace secular governments with Islamic State Thread https://t.co/ifxvhDmAgg,1,Fear-Mongering & Conspiracy,"Links Taliban's return to Malaysian Islamists allegedly plotting to replace secular governments with Islamic State, inducing fear of Muslims."
957,Fri Jul 30 10:00:00 +0000 2021,Some Islamic groups were influenced by that secular government &amp; they became nothing more than minions after they fought their battle - Hadi https://t.co/v5vxCG92wP #MalaysiaGazette #MGNews,1,Institutional Distrust,"Suggests Islamic groups became weak due to influence from secular government, reflecting resentment toward secular influence over Islamic groups."
958,Thu Jul 15 13:44:36 +0000 2021,Nasib baik Brunei tak ada PAS.. jika tidak dah keluar muka depan Harakah Daily.. Kjaan Brunei lantik bukan Melayu sebagai Ketua Hakim Islam Terancam..!!! https://t.co/HRrnPDjL23,1,Fear-Mongering & Conspiracy,"Mocks religious reaction to appointing a non-Malay in Brunei, suggests Islamists exaggerate threats."
959,Wed Jul 21 05:47:50 +0000 2021,https://t.co/tKlWY7kZ7v Is this all necessary treating these people like a criminal - a thief or a rapist with cuff and chained? They are doing a solat under the sun with mask and social distancing. No buka kertas siasatan first like other ministers who violated the SOPs?,1,Institutional Distrust,"Criticizes harsh police treatment of Muslims praying during pandemic, suggesting systemic bias."
960,Sat Jul 31 01:15:00 +0000 2021,Some Islamic groups were influenced by that secular government &amp; they became nothing more than minions after they fought their battle - Hadi https://t.co/v5vxCFRr8f #MalaysiaGazette #MGNews,1,Institutional Distrust,Portrays Islamic groups as weakened and subservient due to secular governance.
961,Mon Aug 23 17:09:33 +0000 2021,On Islam: Post WW2 to present US foreign policy - funding arming directing propelling extreme Islamic fundamentalism to wreak havoc on progressive secular non-aligned Islamic nations. Islamic governments had progressed. They still can (ex: Malaysia Indonesia Iran).,1,Fear-Mongering & Conspiracy,"Frames US and Islamic fundamentalism destructively, implying Islam is used as a weapon."
962,Wed Jul 28 06:23:03 +0000 2021,Many would rather die than live in an Inclusive Progressive and Secular Malaysia. And currently die is a strong possibility.,1,Cultural Resistance to Islamization,"Sarcastically implies people fear inclusive secular Malaysia, reflecting tension against religious conservatism."
963,Thu Aug 19 11:35:01 +0000 2021,Prof NasirBin of SaudiArabia says Hindus r sure to end consider d Muslim majority areas of Kerala Hyderabad Bengal where infidels r constantly migrating from Muslim areas to Hindu settlement Once Muslim majority came Malaysia Zumba -secular countries were declared Islamic country,1,Fear-Mongering & Conspiracy,Frames Muslim majority as a threat turning secular countries Islamic. Alarmist tone.
964,Mon Aug 16 12:39:05 +0000 2021,@Shridha18718889 @ndtv Malaysia is secular that's why Zakir Naik is allowed to preach hatred freely and Malaysian govt is supporting him.,1,Institutional Distrust,Criticizes government for allowing preacher seen as spreading hate. Resentment toward Islamic institutions.
965,Sat Jul 03 06:09:54 +0000 2021,Last week a 100 year old Hindu temple was demolished in Islamic Republic of Malaysia as it was standing on Govt. land. This week Maharashtra Minister recommended regularisation of mosques standing on Govt. land in his Ratnagiri constituency in 'secular' India! Great contrast!,1,Religious Comparison,Juxtaposes Islamic Malaysia’s treatment of Hindu temple with secular India’s mosque policy.
966,Sat Jul 10 17:05:40 +0000 2021,What happens in our country's media houses generally: Those who are advocating about ShariaLaws and separate courts for musIims are called themselves secular ... Those who demand - Uniform Civil Code or Equal Citizenship Rights are painted as communal . Amazing !!,1,Religious Comparison,"Suggests Muslims misuse secularism while non-Muslims are unfairly labeled, implying double standards."
967,Sat Aug 28 17:04:30 +0000 2021,Kat Malaysia ni if you want apologists to take your side seriously for guys boleh pakai jubah dan kopiah. For women boleh pakai purdah. Buat la apa sekalipun orang akan let you get away with it.,1,Cultural Resistance to Islamization,"Sarcastically suggests religious appearance provides immunity, implying unfair leniency for Muslims."
968,Fri Jul 02 06:41:02 +0000 2021,The word secular is defined in the dictionaries as the belief that the state morals education etc. should be independent of religion. But in India it means only one thing -- eschewing everything Hindu and espousing everything Islamic. -Sitaram Goel,1,Religious Comparison,Accuses secularism in India of favoring Islam over Hinduism.
969,Fri Jul 23 13:57:17 +0000 2021,Hari ini sewaktu PAS memerintah 25 orang umat Islam didenda RM5k seorang kerana solat tidak ikut SOP sedangkan menteri mereka test drive kereta hanya kena RM1 500. Belum pernah lagi Malaysia diperintah seteruk ini. Tak perlu bayangkan perkara ini sedang berlaku depan mata!,1,Institutional Distrust,Criticizes Islamic governance in Malaysia for being unjust and discriminatory.
970,Fri Aug 20 18:23:47 +0000 2021,@JadeRabbit707 but Malaysia is secular state as per their constitution.. I've found religious ppl alwys closed minded and rigid.. like only Muslims do cousin marriages coz their religion allows it.. etc etc... and they're most hypocritical ppl on earth.. I think so,1,Directly Hostile Terms,Generalizes religious people (especially Muslims) as hypocrites and closed-minded.
971,Tue Jul 20 16:15:28 +0000 2021,@PointMHD So much for being secular and a democracy It s their intentions to keep the bulk of the population ignorant and fascist like this. Pakistan Bangladesh and Malaysia to an extent will see huge waves of migration. Kalau nak makan daging pun boleh kena bunuh how lah?,1,Fear-Mongering & Conspiracy,Suggests migration from Malaysia due to perceived fascist religious oppression.
972,Wed Jul 14 13:07:33 +0000 2021,@Who9901 @ke_skimpyy @nundaelr Malaysia and Indonesia are too religious. Otherwise if they could be secular like China or Japan I am pretty sure they would be very big economies with excellent living conditions.,1,Cultural Resistance to Islamization,Claims Malaysia is too religious and implies it's a barrier to progress.
973,Tue Jul 20 05:32:00 +0000 2021,@lilith_wife @Sapiens57 If malaysia want to have 1 education system make it secular. Scrap all pendidikan islam &amp; moral. But make an elective religious education system outside mainstream school.,1,Cultural Resistance to Islamization,"Advocates removing religious education from public schools, implies imposition."
974,Sun Aug 15 11:28:40 +0000 2021,These people are so called secular even he don't have basic knowledge of hijab and burkha Iran KSA UAE Indonesia Malaysia Gulf countries all muslim women are wearing hIjabs and they are well developed and educated...,1,Religious Comparison,Mocks the secular label while generalizing Muslim women’s attire across nations.
975,Fri Jul 30 13:03:41 +0000 2021,(12/n) &gt;United Nusantara &gt;Get struck by Tsunami/Typhoon/Earthquake in Jakartan &gt;Aceh/Malaysia starts bitching about why it was God's punishment because muh nusantara is secular not religious ,1,Fear-Mongering & Conspiracy,Mocks religious justification of disasters as divine punishment for secularism.
976,Tue Jul 20 00:53:52 +0000 2021,@uglyluhan And no matter how lengthy your argument was against his errors you have just proved to us what our Tuan Guru says: religion has no place in a secular administration. So good luck trying to tell that to the majority of the people who are muslims here in Malaysia. Because...,1,Cultural Resistance to Islamization,"Suggests religious people don't fit in secular governance, indicates exclusion."
977,Wed Aug 25 06:10:48 +0000 2021,@ShivanshLeads @abhijitmajumder The secular fabric of India comes from Indic religions of Buddhism Hinduism Jainism &amp; Sikhism. And to answer ur question of How on earth is Islamic law going to apply in India ? Well clearly u havent seen the globe. From Morocco to Malaysia its Islamic country belt already,1,Fear-Mongering & Conspiracy,Presents Islamic law spread from Morocco to Malaysia as a threat to secularism.
978,Fri Jul 30 07:41:04 +0000 2021,For the first time in history I see the Palace and the opposition (includes DAP) have the same narrative that against the current government. Yeah The Government of 3 Melayu-Islam Parties (UMNO Bersatu and PAS) What a time to be alive. https://t.co/5Zdkrv3Meu,1,Cultural Resistance to Islamization,Frames the current government of three 'Melayu-Islam' parties as problematic in a political context.
979,Tue Aug 24 02:12:04 +0000 2021,@barbicanbased Malay atheists CANNOT: 1. Remove islam from IC 2. Eat peacefully during Ramadan in restaurants without being hounded by religious police 3. Have diff gender guests fear of raid (tajassus) by religious police 4. Declare they're atheists without threats of PROSECUTION by authority,1,Institutional Distrust,Highlights discriminatory practices targeting Malay atheists rooted in Islamic enforcement structures.
