Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
815,Sun Jun 19 23:42:52 +0000 2022,If India were a secular state ex-Muslims would be safe anyone could criticize any prophet and Hindu temples wouldn t be taxed and schemes funded for non-Hindus. But it isn t secular. India is a de facto sharia state.,If India were a secular state ex-Muslims would be safe anyone could criticize any prophet and Hindu temples wouldn t be taxed and schemes funded for non-Hindus. But it isn t secular. India is a de facto sharia state.,1,Religious Comparison,Critiques Indiaâs secularism and suggests Sharia influence.,if india were a secular state exmuslims would be safe anyone could criticize any prophet and hindu temples wouldn t be taxed and schemes funded for nonhindus but it isn t secular india is a de facto sharia state
816,Wed May 11 18:58:55 +0000 2022,@AzrilRasheed @ChanakyaNeeti77 @jihadwatchRS @vivekagnihotri Good Joke !! Reality Check : 60% of American MNC headed by ( Hindutvavadi educated ) Indians ..None from Singapore / Malaysia. But why does SG/ Malaysia not allow Rohingyas in their country why this discrimination of muslim Brothers ?? Why is Malaysia not secular like #China ?,@AzrilRasheed @ChanakyaNeeti77 @jihadwatchRS @vivekagnihotri Good Joke !! Reality Check : 60% of American MNC headed by ( Hindutvavadi educated ) Indians ..None from Singapore / Malaysia. But why does SG/ Malaysia not allow Rohingyas in their country why this discrimination of muslim Brothers ?? Why is Malaysia not secular like #China ?,1,Fear-Mongering & Conspiracy,Criticizes Malaysia for not supporting Muslim refugees.,good joke  reality check   of american mnc headed by  hindutvavadi educated  indians none from singapore  malaysia but why does sg malaysia not allow rohingyas in their country why this discrimination of muslim brothers  why is malaysia not secular like china
817,Wed May 18 05:31:18 +0000 2022,@ProfVemsani Countries like Zambia and Malaysia are examples. With the arrival of the Muslim majority these secular countries were declared Islamic countries. Malaysia as late as 2001 . @rammadhav_ is wrong on Indonesia as well its no longer what it was till the late 90s.Its now very radical,@ProfVemsani Countries like Zambia and Malaysia are examples. With the arrival of the Muslim majority these secular countries were declared Islamic countries. Malaysia as late as 2001 . @rammadhav_ is wrong on Indonesia as well its no longer what it was till the late 90s.Its now very radical,1,Cultural Resistance to Islamization,Claims Malaysia was secular but turned Islamic.,countries like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries malaysia as late as    is wrong on indonesia as well its no longer what it was till the late sits now very radical
818,Fri Jun 10 19:42:55 +0000 2022,@shashank_ssj @RanaAyyub @_sabanaqvi @MojKsa_EN @kuwaittimesnews @MFATurkiye @malaysia #Turkey @IraqiGovt @MfaEgypt @AJENews @washingtonpost @BBCWorld @nytimes See the whole thread.This is how a peaceful community behaves in India. They are happy burning whole country for a person's comment.,@shashank_ssj @RanaAyyub @_sabanaqvi @MojKsa_EN @kuwaittimesnews @MFATurkiye @malaysia #Turkey @IraqiGovt @MfaEgypt @AJENews @washingtonpost @BBCWorld @nytimes See the whole thread.This is how a peaceful community behaves in India. They are happy burning whole country for a person's comment.,1,Directly Hostile Terms,Accuses Muslims of violence over religious comment.,turkey       see the whole threadthis is how a peaceful community behaves in india they are happy burning whole country for a persons comment
819,Fri May 13 08:21:40 +0000 2022,@MakrandParanspe Sir Ji not only #Malaysia It's happening in recently converted into Sac Rule/Secular Nepal. This very morning had to play Hanuman Chalisa as loudspeaker was used for Halla in the name of Allah ,@MakrandParanspe Sir Ji not only #Malaysia It's happening in recently converted into Sac Rule/Secular Nepal. This very morning had to play Hanuman Chalisa as loudspeaker was used for Halla in the name of Allah ,1,Cultural Resistance to Islamization,Claims religious imposition in Malaysia; mocks.,sir ji not only malaysia its happening in recently converted into sac rulesecular nepal this very morning had to play hanuman chalisa as loudspeaker was used for halla in the name of allah
820,Fri Jun 10 06:10:52 +0000 2022,Kalau PAS berkuasa di Malaysia 'mungkin' perayaan orang asal Borneo spt Kaamatan dan Gawai pun akan diharamkan disebabkan ada unsur ritual paganisme. PAS kalau rasa suci sgt baik pindah ke Afghanistan.,If PAS is in power in Malaysia 'it may be' the celebration of Borneo Indigenous people like Kaamatan and Gawai will be banned due to the ritual element of paganism. PAS if it is holy to move to Afghanistan.,1,Fear-Mongering & Conspiracy,Claims PAS may ban native rituals if in power.,if pas is in power in malaysia it may be the celebration of borneo indigenous people like kaamatan and gawai will be banned due to the ritual element of paganism pas if it is holy to move to afghanistan
821,Sun Jun 05 10:41:12 +0000 2022,The problem is uncertain censorship licensing etc Malaysia misses out on so many of these things bcos rrelgious and secular activities arent separate,The problem is uncertain censorship licensing etc Malaysia misses out on so many of these things bcos rrelgious and secular activities arent separate,1,Institutional Distrust,Blames religious-secular entanglement for censorship.,the problem is uncertain censorship licensing etc malaysia misses out on so many of these things bcos rrelgious and secular activities arent separate
822,Tue May 17 08:00:22 +0000 2022,Malaysia as a country is supposed to be secular. Unfortunately the reality is further than the truth. Malaysia is now just a 'secular' country. Thanks to Mahathir's riding on the coattails of the Iranian Revolution.,Malaysia as a country is supposed to be secular. Unfortunately the reality is further than the truth. Malaysia is now just a 'secular' country. Thanks to Mahathir's riding on the coattails of the Iranian Revolution.,1,Cultural Resistance to Islamization,Blames Mahathir for Islamizing secular Malaysia.,malaysia as a country is supposed to be secular unfortunately the reality is further than the truth malaysia is now just a secular country thanks to mahathirs riding on the coattails of the iranian revolution
823,Mon Jun 06 01:57:09 +0000 2022,Why this BIAS against Hindus...? 60% Muslim = Islamic nation but 70% Hindu = Secular nation? If Malaysia with a muslim population of 60% is declared a muslim nation then why can't India with a Hindu population of 70% be declared a Hindu Rashtra?Why should India remain SECULAR?,Why this BIAS against Hindus...? 60% Muslim = Islamic nation but 70% Hindu = Secular nation? If Malaysia with a muslim population of 60% is declared a muslim nation then why can't India with a Hindu population of 70% be declared a Hindu Rashtra?Why should India remain SECULAR?,1,Religious Comparison,Argues Hindu-majority India should be Hindu state like Malaysia.,why this bias against hindus  muslim  islamic nation but  hindu  secular nation if malaysia with a muslim population of  is declared a muslim nation then why cant india with a hindu population of  be declared a hindu rashtrawhy should india remain secular
824,Mon Jun 27 10:03:00 +0000 2022,@Nnedi mostly relate in m***im-majority countries in western &amp; christian countries mostly they forced it only to their families &amp; church members. Even more crazy in secular indonesia their civil police act more sharia than in islamic malaysia raiding hotels in the name of god ,@Nnedi mostly relate in m***im-majority countries in western &amp; christian countries mostly they forced it only to their families &amp; church members. Even more crazy in secular indonesia their civil police act more sharia than in islamic malaysia raiding hotels in the name of god ,1,Cultural Resistance to Islamization,Critiques Indonesia for enforcing morality laws.,mostly relate in mimmajority countries in western and christian countries mostly they forced it only to their families and church members even more crazy in secular indonesia their civil police act more sharia than in islamic malaysia raiding hotels in the name of god
825,Tue May 24 01:15:23 +0000 2022,This has to be the stupidest take excuse me Malaysia and US are different countries. US is secular Godless states Malaysia is a Muslims majority country. You want Malaysia to be the US? That's a far cry mate,This has to be the stupidest take excuse me Malaysia and US are different countries. US is secular Godless states Malaysia is a Muslims majority country. You want Malaysia to be the US? That's a far cry mate,1,Directly Hostile Terms,Dismisses secular ideals as godless; hostile to secularism.,this has to be the stupidest take excuse me malaysia and us are different countries us is secular godless states malaysia is a muslims majority country you want malaysia to be the us thats a far cry mate
826,Fri Jun 03 15:04:50 +0000 2022,Latest from the secular stable: Shiv ling below every masjid is secular; questioning that is communal!,Latest from the secular stable: Shiv ling below every masjid is secular; questioning that is communal!,1,Religious Comparison,Sarcastic comment on secularism and Hindu symbols.,latest from the secular stable shiv ling below every masjid is secular questioning that is communal
827,Wed Jun 15 09:13:11 +0000 2022,JUST IN A Malaysian woman's bid to renounce Islam to embrace Confucianism and Buddhism was stunted after the High Court here threw out her application for leave for judicial review. The judge apparently also ordered the applicant to pay a cost of RM2 000.,JUST IN A Malaysian woman's bid to renounce Islam to embrace Confucianism and Buddhism was stunted after the High Court here threw out her application for leave for judicial review. The judge apparently also ordered the applicant to pay a cost of RM2 000.,1,Institutional Distrust,Critiques judicial rejection of religious conversion from Islam.,just in a malaysian womans bid to renounce islam to embrace confucianism and buddhism was stunted after the high court here threw out her application for leave for judicial review the judge apparently also ordered the applicant to pay a cost of rm
828,Tue Jun 14 07:58:21 +0000 2022,Malaysia : banned a movie with lgbt content Also Malaysia : child marriage rape jokes marital rape is okay.,Malaysia : banned a movie with lgbt content Also Malaysia : child marriage rape jokes marital rape is okay.,1,Institutional Distrust,Critiques religious-based censorship vs lack of action on serious issues.,malaysia  banned a movie with lgbt content also malaysia  child marriage rape jokes marital rape is okay
829,Thu May 26 02:09:16 +0000 2022,@yulianamour Same reason as champagne is. - Malaysian regulators feel muslims here might hear the word and feel they want a taste of it,@yulianamour Same reason as champagne is. - Malaysian regulators feel muslims here might hear the word and feel they want a taste of it,1,Cultural Resistance to Islamization,Mocks religious regulation of language.,same reason as champagne is  malaysian regulators feel muslims here might hear the word and feel they want a taste of it
830,Tue Jun 07 09:37:49 +0000 2022,36. Indian Muslims and Christians will have the same right as non-Muslims in Malaysia where the Muslim Bhumiputras have assured reservations in all areas - education jobs businesses.,36. Indian Muslims and Christians will have the same right as non-Muslims in Malaysia where the Muslim Bhumiputras have assured reservations in all areas - education jobs businesses.,1,Religious Comparison,Criticizes Malaysiaâs affirmative action for Muslims.,indian muslims and christians will have the same right as nonmuslims in malaysia where the muslim bhumiputras have assured reservations in all areas  education jobs businesses
831,Wed Jun 08 01:30:07 +0000 2022,@TheMinioness Malaysia has certain social contracts which this clown has violated a few times. The brazenness of people like Zakir Naik comes from pampering of secular parties,@TheMinioness Malaysia has certain social contracts which this clown has violated a few times. The brazenness of people like Zakir Naik comes from pampering of secular parties,1,Institutional Distrust,Blames secular parties for Islamist extremism.,malaysia has certain social contracts which this clown has violated a few times the brazenness of people like zakir naik comes from pampering of secular parties
832,Sun May 15 06:33:53 +0000 2022,@Hameed64004925 No Hindhi No Hindhian man go Singapore Malaysia Brazil America Anywhere secular state country nation. No place in hindhiwala hindhia.,@Hameed64004925 No Hindhi No Hindhian man go Singapore Malaysia Brazil America Anywhere secular state country nation. No place in hindhiwala hindhia.,1,Directly Hostile Terms,Hostile rhetoric about secular states.,no hindhi no hindhian man go singapore malaysia brazil america anywhere secular state country nation no place in hindhiwala hindhia
833,Mon Jun 06 16:23:34 +0000 2022,@zoo_bear Yes Islamic Countries asking a Secular country to apologise for highlighting their own backstory. There is a guy named Zaikir Naik currently sheltered by Malaysia roams around world saying same thing. Can you do an expose on him as well? He is WANTED by your country as well.,@zoo_bear Yes Islamic Countries asking a Secular country to apologise for highlighting their own backstory. There is a guy named Zaikir Naik currently sheltered by Malaysia roams around world saying same thing. Can you do an expose on him as well? He is WANTED by your country as well.,1,Fear-Mongering & Conspiracy,Criticizes Malaysia for sheltering Zakir Naik.,yes islamic countries asking a secular country to apologise for highlighting their own backstory there is a guy named zaikir naik currently sheltered by malaysia roams around world saying same thing can you do an expose on him as well he is wanted by your country as well
834,Thu May 12 09:00:33 +0000 2022,Malaysia is towards wahabisme do you agree. The country is trying to follow talibanisme but outside trying to portray that Malaysia is secular. Hypocrisy to next level. @ustaz_idris @IsmailSabri60,Malaysia is towards wahabisme do you agree. The country is trying to follow talibanisme but outside trying to portray that Malaysia is secular. Hypocrisy to next level. @ustaz_idris @IsmailSabri60,1,Fear-Mongering & Conspiracy,Claims Malaysia is leaning towards Taliban-style rule.,malaysia is towards wahabisme do you agree the country is trying to follow talibanisme but outside trying to portray that malaysia is secular hypocrisy to next level
835,Wed May 04 09:43:02 +0000 2022,@alanmorowitz @sitikasim In a weird way she is right. In a really secular country who or where people club should not be an issue at all. Even religious leaders. But religious leaders have been demonising clubs for decades in Malaysia so for them to go in there now IS vomit-inducing.,@alanmorowitz @sitikasim In a weird way she is right. In a really secular country who or where people club should not be an issue at all. Even religious leaders. But religious leaders have been demonising clubs for decades in Malaysia so for them to go in there now IS vomit-inducing.,1,Cultural Resistance to Islamization,Critiques religious figures for entering nightclubs.,in a weird way she is right in a really secular country who or where people club should not be an issue at all even religious leaders but religious leaders have been demonising clubs for decades in malaysia so for them to go in there now is vomitinducing
836,Sat Aug 20 15:49:05 +0000 2022,Hadi dakwa bukan Islam bukan Bumiputera jadi majoriti perosak politik ekonomi negara #FMTNews https://t.co/rejCkr5Mh0,Hadi claims non -Muslim non -bumiputeras have been the majority of economic political pests #fmtnews https://t.co/rejckr5mh0,1,Directly Hostile Terms,Blames non-Muslims for harming Malaysia; divisive.,hadi claims non muslim non bumiputeras have been the majority of economic political pests fmtnews
837,Sat Aug 27 06:29:27 +0000 2022,36 mosques in 5 km radius! Kerala High court slams attempt to start 37th mosque inside a commercial building in Malappuram https://t.co/Ig7KIlrR2R,36 mosques in 5 km radius! Kerala High court slams attempt to start 37th mosque inside a commercial building in Malappuram https://t.co/Ig7KIlrR2R,1,Institutional Distrust,Criticizes Muslim overbuilding of mosques.,mosques in  km radius kerala high court slams attempt to start th mosque inside a commercial building in malappuram
838,Sat Aug 20 03:00:47 +0000 2022,1. PAS Youth says concerts should not be continuously held in Malaysia as this would only invite the wrath of Allah . Hentikan kerja-kerja begini. Jangan dicabar emosi umat Islam the wing s chief Ahmad Fadhli Shaari said in a Facebook post. https://t.co/oPRYw8IZ4s,1. PAS Youth says concerts should not be continuously held in Malaysia as this would only invite the wrath of Allah . Hentikan kerja-kerja begini. Jangan dicabar emosi umat Islam the wing s chief Ahmad Fadhli Shaari said in a Facebook post. https://t.co/oPRYw8IZ4s,1,Fear-Mongering & Conspiracy,PAS warns against concerts invoking divine wrath.,pas youth says concerts should not be continuously held in malaysia as this would only invite the wrath of allah  hentikan kerjakerja begini jangan dicabar emosi umat islam the wing s chief ahmad fadhli shaari said in a facebook post
839,Wed Aug 24 07:00:05 +0000 2022,1. Johor is preparing modules and plans to prevent the LGBT lifestyle from spreading in the state. We don t want to overlook the (welfare) of young people who are being tested with such challenges said Johor Islamic Religious Affairs Committee chairman Mohd Fared Mohd Khalid. https://t.co/p4Vj2F5jAH,1. Johor is preparing modules and plans to prevent the LGBT lifestyle from spreading in the state. We don t want to overlook the (welfare) of young people who are being tested with such challenges said Johor Islamic Religious Affairs Committee chairman Mohd Fared Mohd Khalid. https://t.co/p4Vj2F5jAH,1,Institutional Distrust,Targets LGBT lifestyle as religious threat.,johor is preparing modules and plans to prevent the lgbt lifestyle from spreading in the state we don t want to overlook the welfare of young people who are being tested with such challenges said johor islamic religious affairs committee chairman mohd fared mohd khalid
840,Sat Jul 16 02:17:09 +0000 2022,Why no action on those insulting other faiths says NGO #FMTNews https://t.co/FaIyOQTUYF,Why no action on those insulting other faiths says NGO #FMTNews https://t.co/FaIyOQTUYF,1,Institutional Distrust,Questions inaction on insults to non-Islamic faiths.,why no action on those insulting other faiths says ngo fmtnews
841,Wed Jul 27 00:30:00 +0000 2022,The Pan-Malaysian Islamic Party an Islamist group that forms part of the national government has advised Loh not to dispute the conversion https://t.co/ORukcXhGhU,The Pan-Malaysian Islamic Party an Islamist group that forms part of the national government has advised Loh not to dispute the conversion https://t.co/ORukcXhGhU,1,Institutional Distrust,Islamist party discourages legal challenge to religious conversion.,the panmalaysian islamic party an islamist group that forms part of the national government has advised loh not to dispute the conversion
842,Wed Jul 13 13:20:00 +0000 2022,Malaysia: Muslim woman accused of insulting Islam during comedy skit arrested faces a prison sentence https://t.co/YqpscM81Nh,Malaysia: Muslim woman accused of insulting Islam during comedy skit arrested faces a prison sentence https://t.co/YqpscM81Nh,1,Institutional Distrust,Muslim woman arrested for comedy perceived as religious insult.,malaysia muslim woman accused of insulting islam during comedy skit arrested faces a prison sentence
843,Thu Aug 18 04:32:29 +0000 2022,Kalau kat Kemboja ada sekolahÂ² yg Israel dirikan di kampung2 Islam. Di Sabah ada sekolahÂ² yg missionary Kristian dirikan di perkampungan muslim yg stateless. Kalau kita tidak bekerja menegakkan agama Allah orang lain akan bekerja untuk menegakkan agama mereka. https://t.co/Iio51LGwtS,If in Cambodia there is a school that Israel is set up in Islamic villages. In Sabah there are schools that Christian missionaries are set up in stateless Muslim villages. If we do not work to uphold the religion of God others will work to uphold their religion. https://t.co/iio51lgwts,1,Fear-Mongering & Conspiracy,Frames religious education efforts as threats.,if in cambodia there is a school that israel is set up in islamic villages in sabah there are schools that christian missionaries are set up in stateless muslim villages if we do not work to uphold the religion of god others will work to uphold their religion
844,Tue Jul 19 10:45:58 +0000 2022,Kes penceramah lemah kawal belalai mcm ni sedih. Tapi lagi sedih bila kebanyakan kes seksual melibatkan penceramah-penceramah popular kat Malaysia ni akan senyap dan kembali bebas lepas beberapa bulan. https://t.co/jpTKYo3IWB,The case of a weak speaker of this mcm is sad. But it is sad that most sexual cases involving popular speakers in Malaysia will be silent and return free for months. https://t.co/jptkyo3iwb,1,Institutional Distrust,Critiques impunity of religious figures in sexual abuse cases.,the case of a weak speaker of this mcm is sad but it is sad that most sexual cases involving popular speakers in malaysia will be silent and return free for months
845,Tue Jul 26 07:50:00 +0000 2022,Malaysia: Hindu woman allowed to reunite with kids converted to Islam without her consent locals say the kids must remain Muslims https://t.co/ORukcX04Tk,Malaysia: Hindu woman allowed to reunite with kids converted to Islam without her consent locals say the kids must remain Muslims https://t.co/ORukcX04Tk,1,Institutional Distrust,Religious conversion of minors against mother's will upheld.,malaysia hindu woman allowed to reunite with kids converted to islam without her consent locals say the kids must remain muslims
846,Sun Jul 17 11:32:20 +0000 2022,Polis Diraja Malaysia menahan seorang lelaki yang didakwa menghina umat dan agama Islam serta Nabi Muhammad SAW melalui satu unggahan video di media sosial hari ini. Sebelumnya tersangka telah dihajar ummat Islam. https://t.co/jSFsfMb7Yl,The Royal Malaysian Police arrested a man who allegedly insulted the people and the religion of Islam and the Prophet Muhammad through a video superior on social media today. Previously thought it was taught by Muslims. https://t.co/jsfsfmb7yl,1,Directly Hostile Terms,Individual accused of insulting Islam and being assaulted; hostile framing.,the royal malaysian police arrested a man who allegedly insulted the people and the religion of islam and the prophet muhammad through a video superior on social media today previously thought it was taught by muslims
847,Thu Aug 25 13:53:44 +0000 2022,why is this your main concern when child marriage is literally still legal. islam is the religion of federation malaysia s a secular country. stop forcing ur fucking beliefs on others.,why is this your main concern when child marriage is literally still legal. islam is the religion of federation malaysia s a secular country. stop forcing ur fucking beliefs on others.,1,Cultural Resistance to Islamization,Resents Islamic influence on secular laws.,why is this your main concern when child marriage is literally still legal islam is the religion of federation malaysia s a secular country stop forcing ur fucking beliefs on others
848,Sat Jul 30 09:28:25 +0000 2022,Bro pergi Afghanistan kalu nak begini Malaysia multicultural country built upon secular laws. https://t.co/BnKBTRYgyG,Bro goes Afghanistan if this is the Malaysian Multicultural Country Built Upon Secular Laws. https://t.co/bnkbtrygyg,1,Cultural Resistance to Islamization,Tells others to leave Malaysia if they want stricter Islamic rules.,bro goes afghanistan if this is the malaysian multicultural country built upon secular laws
849,Sat Jul 09 03:22:11 +0000 2022,Malaysia is not a Muslim country. It's a secular country with a Muslim majority. If you want a Muslim-only country you are welcome to migrate to Saudi Arabia or Afghanistan. Also need a review of methodology.,Malaysia is not a Muslim country. It's a secular country with a Muslim majority. If you want a Muslim-only country you are welcome to migrate to Saudi Arabia or Afghanistan. Also need a review of methodology.,1,Cultural Resistance to Islamization,Criticizes idea of Malaysia being an Islamic country.,malaysia is not a muslim country its a secular country with a muslim majority if you want a muslimonly country you are welcome to migrate to saudi arabia or afghanistan also need a review of methodology
850,Sat Aug 06 07:45:57 +0000 2022,Narrator: Malaysia is not an Islamic country. It's a secular country where common law is practiced. That's why this case was brought up in the Court of Appeal. ,Narrator: Malaysia is not an Islamic country. It's a secular country where common law is practiced. That's why this case was brought up in the Court of Appeal. ,1,Cultural Resistance to Islamization,Affirms Malaysia as secular to oppose religious imposition.,narrator malaysia is not an islamic country its a secular country where common law is practiced thats why this case was brought up in the court of appeal
851,Fri Jul 29 03:58:16 +0000 2022,I don't kid myself into thinking that. Fortunately I'm not in that camp. I'm always of the opinion that Malaysia is a secular country as indeed by the constitution. This is why it is important to wrestle the education system back from cultural extremists.,I don't kid myself into thinking that. Fortunately I'm not in that camp. I'm always of the opinion that Malaysia is a secular country as indeed by the constitution. This is why it is important to wrestle the education system back from cultural extremists.,1,Cultural Resistance to Islamization,Framing secular education as resistance to cultural Islamization.,i dont kid myself into thinking that fortunately im not in that camp im always of the opinion that malaysia is a secular country as indeed by the constitution this is why it is important to wrestle the education system back from cultural extremists
852,Sun Jul 31 15:00:33 +0000 2022,Malaysia is not a secular country we should be grateful for this. Otherwise our society will break down like the Western countries which can t even define what a woman is now. The Shari ah has always been superior to liberal secularism. Alhamdulillah for Islam.,Malaysia is not a secular country we should be grateful for this. Otherwise our society will break down like the Western countries which can t even define what a woman is now. The Shari ah has always been superior to liberal secularism. Alhamdulillah for Islam.,1,Religious Supremacy,Frames Sharia as superior and secularism as societal decay.,malaysia is not a secular country we should be grateful for this otherwise our society will break down like the western countries which can t even define what a woman is now the shari ah has always been superior to liberal secularism alhamdulillah for islam
853,Wed Jul 20 16:22:08 +0000 2022,@RobertLesage4 @BreaddWinnah @publicoutsider Well Italy is a secular state so catholic religion is not the law and people are free to kiss in public. So no she didn t have any right and the girls aren t tourists but italian citizens and they weren t doing anything wrong or illegal. While Malaysia has a state religion,@RobertLesage4 @BreaddWinnah @publicoutsider Well Italy is a secular state so catholic religion is not the law and people are free to kiss in public. So no she didn t have any right and the girls aren t tourists but italian citizens and they weren t doing anything wrong or illegal. While Malaysia has a state religion,1,Religious Supremacy,"Frames idol worship as inferior, asserting theological superiority.",well italy is a secular state so catholic religion is not the law and people are free to kiss in public so no she didn t have any right and the girls aren t tourists but italian citizens and they weren t doing anything wrong or illegal while malaysia has a state religion
854,Thu Aug 25 13:17:27 +0000 2022,Sultan Salahuddin Abdul Aziz Mosque The Federal Territory Mosque National Mosque of Malaysia Masjid Jamek Merci Ã  Kuala Lumpur pour ses fabuleuses mosquÃ©es. https://t.co/eJpXAy2ksf,Sultan Salahuddin Abdul Aziz Mosque the Federal Territory Mosque National Mosque of Malaysia Jamek Merci Mosque Ã Kuala Lumpur Pour Ses Fabuleuses Mosquã © ES. https://t.co/ejpxay2ksf,1,Fear-Mongering & Conspiracy,"Presents Muslims and Muslim countries as refusing refugees, painting them negatively.",sultan salahuddin abdul aziz mosque the federal territory mosque national mosque of malaysia jamek merci mosque a kuala lumpur pour ses fabuleuses mosqua  es
855,Mon Aug 15 12:48:34 +0000 2022,@andyblueskyz @PriyaSatia Turkey and malaysia arent run by shariah law thats what you asked and i gave https://t.co/95kVBF9gEG The same could be said about Indians killing kashmiris why don't you talk about that? It's rather relevant these days where Hindus are killing Muslims and raping their elders.,@andyblueskyz @PriyaSatia Turkey and malaysia arent run by shariah law thats what you asked and i gave https://t.co/95kVBF9gEG The same could be said about Indians killing kashmiris why don't you talk about that? It's rather relevant these days where Hindus are killing Muslims and raping their elders.,1,Fear-Mongering & Conspiracy,Implicates Muslims as threat to secularism in Malaysia.,turkey and malaysia arent run by shariah law thats what you asked and i gave  the same could be said about indians killing kashmiris why dont you talk about that its rather relevant these days where hindus are killing muslims and raping their elders
856,Wed Aug 03 09:41:24 +0000 2022,What's stupid and rude about it? Malaysia is neither secular nor a Muslim country. Why can't Muslims just fucking leave non Muslim alone? You all can't drink that's your own problem why must the non Muslim be dragged along?,What's stupid and rude about it? Malaysia is neither secular nor a Muslim country. Why can't Muslims just fucking leave non Muslim alone? You all can't drink that's your own problem why must the non Muslim be dragged along?,1,Religious Supremacy,Claims Islamic countries deny rights to Hindus and promotes religious nationalism.,whats stupid and rude about it malaysia is neither secular nor a muslim country why cant muslims just fucking leave non muslim alone you all cant drink thats your own problem why must the non muslim be dragged along
857,Sat Jul 23 04:37:47 +0000 2022,The head of the state can perform Puja to inaugurate the secular parliament. Worshippers from the majority community are showered with flowers during their prayers. But being a secular country we draw the line at a Muslim man quietely praying in a corner of a market/railway.,The head of the state can perform Puja to inaugurate the secular parliament. Worshippers from the majority community are showered with flowers during their prayers. But being a secular country we draw the line at a Muslim man quietely praying in a corner of a market/railway.,1,Religious Comparison,Compares treatment of majority religion and Muslims in public prayer; implies unequal tolerance.,the head of the state can perform puja to inaugurate the secular parliament worshippers from the majority community are showered with flowers during their prayers but being a secular country we draw the line at a muslim man quietely praying in a corner of a marketrailway
858,Fri Jul 15 03:45:17 +0000 2022,Sikap org Melayu terhadap bukan Melayu di Malaysia ni simple je. Kome nak kaya ke nak bina rumah 8 tingkat ke nak berniaga apa pun buatlah. Tapi jangan usik hal ehwal agama Islam dan kaum Melayu. Itu je syaratnya. Kenapa itu pun tak boleh ikut ye?,The attitude of the Malays towards non -Malays in Malaysia is simple. Kome wants to be rich to build an 8 -storey house to do business. But do not waste the affairs of Islam and the Malays. That's the condition. Why can't you go with you?,1,Religious Supremacy,Asserts that non-Malays should not touch Malay-Islamic matters; implies religious superiority.,the attitude of the malays towards non malays in malaysia is simple kome wants to be rich to build an  storey house to do business but do not waste the affairs of islam and the malays thats the condition why cant you go with you
859,Sat Aug 20 09:40:13 +0000 2022,Hey Pukimak Malaysia ni negara secular. Lantak lah orang nak buat konsert ke apa. Bukan paksa kau togok arak makan babi,Hey Malaysia is a secular country. Then people want to do a concert. Not forced you to eat pork,1,Directly Hostile Terms,"Uses profanity and aggressively asserts secularism, belittling religious customs and dietary rules.",hey malaysia is a secular country then people want to do a concert not forced you to eat pork
860,Fri Jul 01 09:09:00 +0000 2022,More islamic agenda and more prosecution towards apostate lgbtq interfaith child born as well religion force in private life. The world will still be blind and say Malaysia is a secular country. Hipokrasi,More islamic agenda and more prosecution towards apostate lgbtq interfaith child born as well religion force in private life. The world will still be blind and say Malaysia is a secular country. Hipokrasi,1,Fear-Mongering & Conspiracy,Claims hypocrisy by saying Malaysia oppresses minorities while pretending to be secular.,more islamic agenda and more prosecution towards apostate lgbtq interfaith child born as well religion force in private life the world will still be blind and say malaysia is a secular country hipokrasi
861,Fri Jul 22 12:12:44 +0000 2022,@DeshNaBatneDuga @ashoswai @UU_University Malaysia is islamic country. But professor wants India to be secular and not hindu country. Has affirmative action based on race favoring Malays discriminating against others Indians including Hindus Indonesia. Islam as state religion. Hindus face no major discrimination.,@DeshNaBatneDuga @ashoswai @UU_University Malaysia is islamic country. But professor wants India to be secular and not hindu country. Has affirmative action based on race favoring Malays discriminating against others Indians including Hindus Indonesia. Islam as state religion. Hindus face no major discrimination.,1,Religious Comparison,Compares Malaysia and India in a way that implies preference for one religion's dominance.,malaysia is islamic country but professor wants india to be secular and not hindu country has affirmative action based on race favoring malays discriminating against others indians including hindus indonesia islam as state religion hindus face no major discrimination
862,Fri Sep 23 17:51:43 +0000 2022,from a religious family and some religious background i would say in Malaysia only 30% from religious side is the true Muslim selebihnya lebai melayu penunggang agama,from a religious family and some religious background i would say in Malaysia only 30% from religious side is the true Muslim selebihnya lebai melayu penunggang agama,1,Directly Hostile Terms,"The tweet accuses the majority of Muslims in Malaysia of being fake or exploiters of the religion, using derogatory terms like ""penunggang agama"" (religion riders) and lebai melayu. This is a demeaning stereotype.",from a religious family and some religious background i would say in malaysia only  from religious side is the true muslim selebihnya lebai melayu penunggang agama
863,Sat Sep 03 06:32:39 +0000 2022,Let malays opt out from being automatically subjected to Islamic law. Heck let malays choose their own faith. I promise you like at least 40% of the social issues we face in this country can be solved just like that,Let malays opt out from being automatically subjected to Islamic law. Heck let malays choose their own faith. I promise you like at least 40% of the social issues we face in this country can be solved just like that,1,Religious Supremacy,"Advocates for Malay Muslims to opt out of Islamic law, implying criticism of religious imposition.",let malays opt out from being automatically subjected to islamic law heck let malays choose their own faith i promise you like at least  of the social issues we face in this country can be solved just like that
